Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
LIT,Global X Lithium ETF,Equity,"$339,407,103.00",-33.69%,"416,926",$18.13,-3.05%,No,No,-9.53%,-41.38%,-33.97%,-27.57%,-13.21%,"$20,764,821.50","-$14,384,051.00","-$25,853,714.00","-$52,439,707.50","$562,832,125.00","$654,341,183.12",Global Equities,2010-07-22,0.75%,2 Platforms,$0.50,2019-12-30,$0.28,2.64%,21.86,1.18,38,77.59%,35%,15%,1099,$16.63,$33.84,$17.73,$18.64,27.14,B-,B,C+,B,B+,A,C,4.22,26.47%,23.30%,256.8,0.00%,16.03%
PSJ,Invesco Dynamic Software ETF,Equity,"$331,370,994.00",-23.62%,"51,690",$76.20,1.48%,No,No,2.82%,-25.29%,-15.51%,50.72%,81.26%,"-$55,306,378.00","-$25,334,943.00","-$44,930,384.00","$34,778,159.50","$223,132,252.00","$257,130,956.00",All Cap Equities,2005-06-23,0.58%,N/A,$0.05,2019-12-23,$0.05,0.07%,33.35,1.11,31,49.91%,35%,15%,1099,$68.76,$106.45,$73.80,$77.69,35.03,C+,B-,B-,B-,A-,C,C+,5.06,33.99%,40.37%,19.65,0.00%,1.01%
XSD,SPDR S&P Semiconductor ETF,Equity,"$316,873,748.00",-29.77%,"138,787",$74.37,1.70%,No,No,4.58%,-26.88%,-5.08%,27.92%,69.02%,"-$50,310,220.00","-$24,875,138.50","-$37,157,238.50","$55,354,248.00","-$30,156,943.50","$53,817,101.00",Technology Equities,2006-02-06,0.35%,N/A,$0.54,2019-12-23,$0.16,0.74%,23.96,1.44,37,36.14%,35%,15%,1099,$66.46,$106.47,$71.59,$76.25,37.76,B,A-,A-,A-,C,B-,B,3.54,8.78%,13.93%,89.45,0.00%,6.68%
FINX,Global X FinTech Thematic ETF,Equity,"$311,358,024.00",-33.19%,"230,795",$20.30,-1.17%,No,No,-10.75%,-37.09%,-24.86%,27.85%,N/A,"$6,494,511.00","$1,478,039.50","$16,880,199.50","$113,652,244.00","$418,817,370.50","$420,325,355.42",Technology Equities,2016-09-12,0.68%,N/A,$0.00,2017-12-28,$0.03,0.00%,35.71,1.19,35,63.84%,39%,20%,1099,$18.78,$34.86,$19.72,$20.79,28.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.52,48.16%,50.38%,10.48,0.00%,0.24%
PSCH,Invesco S&P SmallCap Health Care ETF,Equity,"$309,993,643.00",-30.69%,"32,013",$89.56,-0.14%,No,No,-0.16%,-32.25%,-21.77%,15.06%,29.96%,"-$19,861,413.50","-$26,850,600.00","-$33,018,308.50","-$335,362,574.50","$243,032,503.00","$231,944,674.50",Health & Biotech Equities,2010-04-07,0.29%,N/A,$0.00,2018-09-24,$0.01,0.00%,40.12,1.23,73,38.86%,35%,15%,1099,$79.78,$138.70,$86.73,$91.69,30.14,B+,B-,A,B-,A-,B-,A-,4.11,24.91%,21.41%,24.01,0.00%,12.24%
JNUG,Direxion Daily Junior Gold Miners Index Bull 3x Shares,Equity,"$309,778,394.00",-95.20%,"11,143,077",$4.01,20.78%,No,3x,-51.10%,-95.80%,-92.57%,-97.16%,-98.02%,"$165,138,397.00","$162,946,110.50","$278,981,436.00","$4,146,842.75","-$351,935,166.32","$796,588,803.30",Leveraged Equities,2013-10-03,1.17%,N/A,$0.21,2019-09-24,$0.16,6.70%,31.06,-0.35,2,100.00%,35%,15%,1099,-$16.32,$95.73,N/A,N/A,29.34,B-,A-,B,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BBH,VanEck Vectors Biotech ETF,Equity,"$285,442,913.00",-17.80%,"22,419",$114.60,-2.01%,No,No,0.06%,-19.05%,-8.33%,3.44%,-11.65%,"-$14,193,100.00","-$7,811,737.50","-$7,573,365.00","-$89,517,960.00","-$404,903,379.50","-$423,714,862.91",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.40%,24.39,1.32,26,64.85%,35%,15%,1099,$111.20,$145.69,$112.01,$117.22,37.35,B-,A-,A,A+,C,C+,C,3.5,20.75%,13.50%,22.63,0.00%,38.12%
IYT,iShares Transportation Average ETF,Equity,"$283,581,315.00",-38.57%,"236,963",$120.13,-2.37%,No,No,-5.26%,-36.43%,-32.87%,-23.23%,-22.56%,"-$132,087,525.00","-$5,827,840.00","-$5,916,985.00","-$197,778,498.00","-$771,041,003.00","-$1,235,565,083.50",Transportation Equities,2003-10-10,0.42%,N/A,$2.52,2019-12-16,$0.60,2.05%,19.86,1.22,21,78.91%,35%,15%,1099,$111.00,$190.16,$116.92,$123.61,29.08,A,A+,A,A,A,A,A-,5.48,42.71%,49.40%,410.02,0.00%,0.06%
REZ,iShares Residential Real Estate ETF,Real Estate,"$273,688,320.00",-39.29%,"89,834",$45.74,-4.47%,No,No,-13.52%,-43.89%,-33.49%,-20.05%,-14.19%,"-$69,429,990.00","-$28,099,458.00","-$28,099,458.00","$124,259.00","$26,985,301.00","$79,116,503.50",Real Estate,2007-05-04,0.48%,N/A,$2.18,2019-12-16,$0.64,4.55%,34.56,0.28,44,59.68%,35%,15%,1099,$43.81,$88.98,$44.25,$47.33,24.90,A,B+,B-,A-,A-,A-,B,3.55,20.81%,14.05%,89.69,0.00%,5.96%
RING,iShares MSCI Global Gold Miners ETF,Equity,"$273,339,755.00",-24.97%,"464,537",$18.06,7.12%,No,No,-0.77%,-30.40%,2.20%,-4.52%,21.36%,"$69,735,485.50","-$33,059,396.50","-$46,641,740.50","$76,141,450.00","$201,428,228.50","$313,612,193.50",Materials,2012-01-31,0.39%,Fidelity,$0.20,2019-12-16,$0.05,1.15%,40.49,-0.16,36,76.90%,35%,15%,1099,$15.69,$27.09,$17.14,$18.95,39.72,B,A-,A,C,C+,B-,B+,5.92,46.24%,61.76%,629.69,8.27%,0.00%
PJP,Invesco Dynamic Pharmaceuticals ETF,Equity,"$269,780,280.00",-25.77%,"37,937",$48.04,-2.62%,No,No,-3.46%,-24.41%,-24.62%,-15.63%,-35.86%,"-$15,782,220.00","-$2,974,469.00","-$2,974,469.00","-$73,550,290.00","-$462,247,776.00","-$1,194,833,503.50",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.50,2019-12-23,$0.16,1.01%,12.39,1.07,30,45.96%,35%,15%,1099,$47.18,$64.90,$46.95,$49.32,33.16,B,A-,B-,A-,B-,B+,B-,5.31,64.15%,45.53%,30.64,0.00%,35.58%
XNTK,NYSE Technology ETF,Equity,"$267,728,396.00",-19.18%,"38,734",$65.99,1.73%,No,No,3.08%,-24.33%,-5.95%,29.06%,71.85%,"-$61,535,856.75","-$5,247,458.75","-$7,273,225.50","-$146,727,195.00","-$477,595,638.50","-$477,595,638.50",Technology Equities,2000-09-29,0.35%,N/A,$0.50,2019-12-23,$0.12,0.77%,23.39,1.28,36,35.65%,39%,20%,1099,$60.10,$91.55,$63.86,$67.58,37.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,52.12%,51.91%,36.37,2.90%,8.58%
GQRE,FlexShares Global Quality Real Estate Index Fund,Real Estate,"$264,320,212.00",-39.15%,"24,624",$39.36,-3.41%,No,No,-11.56%,-40.75%,-34.75%,-24.19%,-22.50%,"$32,194,711.00","$6,199,396.00","$12,518,212.00","$96,733,390.00","$203,327,701.50","$315,400,471.90",Global Real Estate,2013-11-05,0.45%,N/A,$2.71,2020-03-20,$0.07,6.57%,25.40,0.61,153,34.84%,35%,15%,1099,$36.96,$72.49,$38.54,$40.25,21.41,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.75,31.82%,34.78%,83.68,1.70%,10.60%
XRT,SPDR S&P Retail ETF,Equity,"$261,974,440.00",-41.34%,"5,332,826",$26.99,-3.47%,No,No,-5.83%,-38.90%,-37.00%,-31.05%,-42.76%,"$203,300,070.50","$165,470,723.00","$343,072,427.00","$25,105,431.00","$272,097,163.00","-$502,547,589.44",Consumer Discretionary Equities,2006-06-19,0.35%,N/A,$0.72,2019-12-20,$0.21,2.58%,14.15,1.03,88,25.18%,35%,15%,1099,$24.64,$46.43,$26.25,$27.76,27.10,A,A,A,B+,B+,B+,B+,4.17,29.06%,22.27%,23.76,1.29%,0.60%
XME,SPDR S&P Metals & Mining ETF,Equity,"$261,058,238.00",-51.14%,"2,691,845",$14.31,-1.58%,No,No,-8.27%,-42.48%,-49.85%,-49.97%,-41.44%,"-$36,883,117.00","$9,969,890.00","$19,604,720.50","$48,203,782.00","-$367,039,111.00","-$4,431,444.50",Materials,2006-06-19,0.35%,N/A,$0.71,2019-12-20,$0.12,4.91%,12.41,1.50,27,57.85%,35%,15%,1099,$12.41,$26.01,$13.91,$14.85,27.48,A,A,A+,B+,B,B,B,3.66,20.59%,15.54%,876.34,0.00%,3.39%
IYZ,iShares U.S. Telecommunications ETF,Equity,"$260,222,460.00",-24.20%,"345,500",$22.65,-2.87%,No,No,-5.74%,-24.32%,-21.78%,-24.17%,-18.27%,"-$40,324,872.00","-$47,181,117.00","-$40,225,095.50","-$159,146,847.00","-$133,577,202.00","-$141,188,770.00",Communications Equities,2000-05-22,0.42%,N/A,$0.70,2019-12-16,$0.21,3.02%,18.56,0.81,41,78.88%,35%,15%,1099,$22.45,$30.89,$22.03,$23.29,32.70,B+,A+,B,B+,A-,B,C,5.19,56.60%,43.04%,33.92,1.80%,1.25%
RYU,Invesco S&P 500® Equal Weight Utilities ETF,Equity,"$257,075,025.00",-32.00%,"35,144",$72.27,-5.68%,No,No,-11.73%,-36.01%,-24.31%,-7.65%,10.63%,"$2,569,651.00","-$8,754,214.00","-$8,754,214.00","$18,005,366.50","$130,126,564.50","$128,303,169.50",Utilities Equities,2006-11-07,0.40%,Charles Schwab,$2.70,2019-12-23,$0.64,3.53%,20.34,0.21,29,39.96%,35%,15%,1099,$74.64,$119.56,$69.91,$74.98,29.26,A,B+,A-,A,A,A-,B,6.96,47.22%,85.68%,2877.85,53.41%,4.35%
NXTG,First Trust Indxx NextG ETF,Equity,"$256,825,480.00",-26.30%,"60,116",$40.47,-1.87%,No,No,-2.36%,-26.34%,-15.95%,-8.39%,5.20%,"$83,521,044.00","$5,221,665.00","$10,520,860.00","$305,570,620.00","$305,570,620.00","$305,570,620.00",Large Cap Blend Equities,2011-02-17,0.70%,N/A,$0.42,2019-12-13,$0.24,1.02%,22.35,1.03,100,19.85%,39%,20%,1099,$38.58,$57.97,$39.77,$41.39,32.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.04,47.17%,40.06%,68.89,1.42%,5.66%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$253,948,125.00",-40.57%,"38,577",$32.71,-4.77%,No,No,-8.63%,-40.97%,-33.63%,-25.11%,-20.87%,"$8,097,931.00","-$11,099,858.00","-$5,831,002.50","$91,764,210.00","$269,834,978.00","$275,254,378.00",Large Cap Blend Equities,2007-01-31,0.40%,Charles Schwab,$1.87,2019-12-20,$0.99,5.33%,19.90,0.58,75,42.04%,35%,15%,1099,$29.93,$60.18,$31.88,$33.92,23.44,B-,B-,A-,B,B+,C+,A-,7.02,82.14%,86.51%,977.29,31.54%,2.66%
UYG,ProShares Ultra Financials,Equity,"$251,951,533.00",-67.74%,"125,331",$17.31,-10.96%,No,2x,-23.07%,-67.48%,-55.07%,-43.87%,-28.76%,"-$47,063,370.00","-$8,161,630.00","-$19,665,126.00","-$189,795,468.50","-$427,531,259.50","-$648,016,259.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.48,2019-12-24,$0.17,2.46%,0.00,2.05,282,53.19%,35%,15%,1099,$13.15,$56.04,$16.42,$18.58,27.59,A-,B+,B-,B-,A-,N/A,N/A,4.42,19.79%,26.72%,49.18,6.07%,1.69%
OIH,VanEck Vectors Oil Services ETF,Equity,"$248,849,530.00",-72.08%,"12,997,455",$3.70,-3.14%,No,No,-5.13%,-63.07%,-77.69%,-86.78%,-87.59%,"$21,290,148.00","$52,546,405.00","$17,940,925.50","$110,797,932.50","$356,357,787.00","$640,678,595.84",Energy Equities,2011-12-20,0.35%,N/A,$0.29,2019-12-23,$0.29,7.57%,18.03,1.76,26,68.45%,35%,15%,1099,$1.54,$11.03,$3.60,$3.87,21.20,B+,A,A-,B+,B,B+,C,3.98,15.98%,19.58%,165.63,0.00%,0.06%
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Real Estate,"$247,473,209.00",-24.62%,"148,182",$24.56,-6.83%,No,No,-15.49%,-32.25%,-10.05%,N/A,N/A,"$136,462,960.00","$25,472,615.00","$54,761,935.00","$310,888,590.00","$319,886,940.00","$319,886,940.00",Real Estate,2018-05-15,0.60%,N/A,$0.53,2019-12-24,$0.19,1.89%,39.87,0.60,19,83.52%,39%,20%,1099,$25.67,$38.07,$23.70,$25.71,32.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.6,76.88%,32.20%,168.32,0.00%,9.09%
KBWB,Invesco KBW Bank ETF,Equity,"$247,358,790.00",-50.51%,"436,432",$28.82,-7.92%,No,No,-10.91%,-46.36%,-37.60%,-34.24%,-16.69%,"-$48,463,174.50","$15,552,257.00","$50,897,996.50","-$159,101,083.50","-$344,210,990.50","$97,764,654.00",Financials Equities,2011-11-01,0.35%,N/A,$1.39,2019-12-23,$0.45,4.42%,10.96,1.37,25,62.72%,35%,15%,1099,$25.81,$55.21,$27.86,$30.31,28.66,C+,A-,B+,A-,B-,C,C,4.25,33.04%,23.80%,9.18,0.00%,0.93%
FENY,Fidelity MSCI Energy Index ETF,Equity,"$245,719,656.00",-60.63%,"870,745",$6.20,-7.05%,No,No,-13.43%,-53.55%,-62.76%,-63.24%,-66.24%,"$161,759,187.00","$61,636,295.00","$131,243,660.50","$123,068,127.50","$216,845,684.00","$474,373,328.50",Energy Equities,2013-10-21,0.08%,Fidelity,$1.00,2020-03-20,$0.11,15.11%,12.78,1.23,113,74.47%,35%,15%,1099,$4.77,$14.21,$5.99,$6.51,21.83,A+,B+,A+,N/A,A,B+,N/A,5.47,48.52%,49.13%,444.41,0.00%,0.25%
FIDU,Fidelity MSCI Industrials Index ETF,Equity,"$242,688,640.00",-39.80%,"114,698",$25.14,-4.84%,No,No,-11.74%,-39.72%,-30.99%,-20.26%,-6.00%,"-$52,661,138.50","-$26,877,951.50","-$48,325,069.00","-$78,296,978.50","$10,222,446.00","$162,302,014.00",Industrials Equities,2013-10-21,0.08%,Fidelity,$0.73,2020-03-20,$0.18,2.76%,21.37,1.19,336,33.54%,35%,15%,1099,$23.97,$43.75,$24.49,$26.05,25.50,N/A,N/A,A+,N/A,N/A,N/A,N/A,5.9,61.46%,61.34%,154.64,28.57%,2.61%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$234,460,400.00",-26.90%,"15,932",$117.05,-3.99%,No,No,-5.72%,-24.90%,-22.36%,-18.67%,-30.68%,"-$44,893,558.00","-$7,442,500.00","-$29,344,950.00","-$74,783,634.50","-$391,786,466.50","-$679,696,783.00",Health & Biotech Equities,2006-05-05,0.42%,N/A,$2.24,2019-12-16,$0.52,1.83%,29.17,1.05,45,77.80%,35%,15%,1099,$117.11,$161.50,$114.39,$120.86,30.92,C+,B,B,C,B,A-,B-,4.73,40.38%,34.47%,27.57,0.00%,7.41%
IGE,iShares North American Natural Resources ETF,Equity,"$230,191,302.00",-53.69%,"286,994",$13.94,-4.85%,No,No,-10.24%,-48.66%,-52.77%,-54.40%,-57.04%,"$3,573,965.50","$780,874.00","-$18,751,595.50","-$245,006,013.00","-$448,055,305.50","-$1,186,357,405.50",Energy Equities,2001-10-26,0.46%,N/A,$1.67,2019-12-16,$1.08,11.41%,14.48,1.17,100,47.03%,35%,15%,1099,$11.27,$28.94,$13.64,$14.46,21.36,A,A,A-,A,B+,B-,A-,5.54,53.85%,50.87%,502.22,3.18%,0.30%
IFGL,iShares International Developed Real Estate ETF,Real Estate,"$223,950,398.00",-38.94%,"93,361",$18.44,-0.70%,No,No,-11.73%,-38.25%,-34.14%,-21.09%,-23.97%,"-$15,752,150.00","-$1,834,585.00","-$15,752,150.00","-$135,997,158.00","-$175,529,659.00","-$538,712,669.00",Global Real Estate,2007-11-12,0.48%,Fidelity,$2.30,2019-12-16,$1.15,12.12%,11.29,0.58,213,28.62%,35%,15%,1099,$16.89,$33.32,$18.21,$18.74,13.16,A,A+,B+,A-,B+,B+,A-,6.08,89.77%,66.84%,84.56,2.52%,23.69%
IYE,iShares U.S. Energy ETF,Equity,"$222,458,950.00",-60.52%,"1,109,929",$12.68,-6.76%,No,No,-13.57%,-53.64%,-62.30%,-62.51%,-65.49%,"-$59,256,768.00","-$16,033,593.00","-$13,899,634.50","-$157,973,831.00","-$528,930,191.00","-$355,147,902.00",Energy Equities,2000-06-12,0.42%,N/A,$2.12,2019-12-16,$1.31,15.54%,13.37,1.21,50,76.75%,35%,15%,1099,$9.81,$29.13,$12.25,$13.37,22.08,A,A,B+,B,A-,A-,A-,5.69,61.54%,54.93%,483.1,0.00%,0.17%
NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,Equity,"$220,751,224.00",618.41%,485,$266.32,21.97%,Yes,3x,22.43%,412.42%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$24,158,950.00","$24,158,950.00","$24,158,950.00",Leveraged Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-7.09,10,110.10%,39%,20%,1099,-$2.26,$306.73,$265.25,$268.46,70.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRET,Global X SuperDividend REIT ETF,Real Estate,"$218,300,822.00",-63.47%,"582,381",$5.54,-10.36%,No,No,-33.33%,-63.73%,-59.38%,-51.81%,-47.62%,"$144,840,492.00","$32,478,596.00","$55,665,348.50","$406,295,289.50","$550,493,650.50","$581,007,787.50",Real Estate,2015-03-16,0.59%,E*TRADE,$1.20,2020-03-04,$0.10,19.82%,12.18,0.69,31,44.75%,35%,15%,1099,$4.63,$17.95,$5.20,$6.10,16.38,N/A,N/A,C+,N/A,N/A,N/A,B-,2.87,12.72%,7.41%,37.82,3.76%,5.95%
ROM,ProShares Ultra Technology,Equity,"$217,047,349.00",-43.82%,"90,181",$89.35,0.02%,No,2x,-4.95%,-47.18%,-18.76%,49.33%,122.72%,"-$30,792,573.50","-$31,483,708.50","-$59,250,037.25","-$137,885,592.25","$206,436,157.75","$146,752,907.75",Leveraged Equities,2007-01-30,0.95%,N/A,$0.25,2019-12-24,$0.11,0.29%,25.39,2.44,156,69.97%,35%,15%,1099,$74.37,$181.16,$83.64,$93.42,34.34,B+,B,C,B,B+,N/A,N/A,6.58,85.42%,79.45%,19.73,0.49%,4.12%
TPYP,Tortoise North American Pipeline Fund,Equity,"$214,448,320.00",-50.21%,"280,658",$11.70,-6.40%,No,No,-13.97%,-48.73%,-49.26%,-44.41%,N/A,"-$57,019,540.00","-$10,388,160.00","-$21,043,470.00","$90,633,505.00","$343,055,205.00","$388,717,630.00",All Cap Equities,2015-06-30,0.40%,N/A,$1.04,2019-12-30,$0.22,8.35%,16.31,0.87,65,54.67%,39%,20%,1099,$9.56,$24.81,$11.13,$12.42,24.76,A-,B,A+,N/A,N/A,B,B,4.92,47.22%,37.71%,660.09,7.34%,0.35%
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$200,095,560.00",-61.27%,"1,075,248",$7.37,-8.79%,No,No,-11.95%,-56.85%,-65.10%,-68.54%,-72.87%,"-$245,322,330.00",$0.00,$0.00,"-$590,531,480.00","-$1,305,988,438.76","-$651,897,181.29",MLPs,2010-03-31,0.85%,N/A,$1.56,2020-01-10,$0.40,21.22%,0.00,1.07,21,80.68%,35%,15%,1099,$4.84,$18.77,$7.11,$7.76,24.90,A,A,B+,A-,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JETS,U.S. Global Jets ETF,Equity,"$198,901,285.00",-60.07%,"509,195",$12.58,0.72%,No,No,-22.44%,-56.09%,-55.10%,-53.16%,N/A,"$259,575,595.00","$225,315,625.00","$267,352,525.00","$236,660,830.00","$237,815,380.00","$294,325,045.00",Industrials Equities,2015-04-28,0.60%,N/A,$0.39,2019-12-23,$0.39,3.25%,9.55,1.24,34,71.15%,35%,15%,1099,$10.57,$29.30,$12.13,$13.01,20.23,C,B+,C+,N/A,N/A,C,C,1.96,14.58%,3.01%,853.62,2.74%,0.00%
FXG,First Trust Consumer Staples AlphaDEX Fund,Equity,"$198,862,119.00",-27.44%,"63,902",$36.31,-3.48%,No,No,-4.52%,-23.74%,-18.31%,-17.60%,-12.47%,"-$34,204,403.50","-$15,616,193.50","-$17,849,697.00","-$71,517,846.00","-$398,663,416.00","-$2,090,576,211.23",Consumer Staples Equities,2007-05-08,0.64%,N/A,$0.82,2019-12-13,$0.26,2.17%,23.10,0.66,37,46.99%,35%,15%,1099,$35.94,$48.73,$35.45,$37.45,31.81,B+,A,C+,A+,B+,B,B-,6.59,68.00%,79.63%,98.02,13.16%,9.86%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$196,294,217.00",-71.79%,"2,484,560",$16.22,-2.17%,No,3x,0.31%,-69.64%,-70.44%,-64.32%,N/A,"$138,440,813.50","$200,682,092.50","$221,472,280.00","-$17,495,715.50","$130,485,870.50","$301,162,669.65",Leveraged Equities,2015-05-28,1.12%,N/A,$0.16,2019-12-23,$0.01,0.98%,0.00,5.07,123,23.65%,35%,15%,1099,$5.62,$62.35,$14.56,$17.64,31.53,N/A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIVG,Defiance Next Gen Connectivity ETF,Equity,"$196,157,220.00",-26.52%,"217,100",$19.26,-1.08%,No,No,-2.13%,-25.95%,-20.71%,N/A,N/A,"$105,835,700.00","$1,003,950.00","$5,922,950.00","$245,974,310.00","$259,604,280.00","$259,604,280.00",Technology Equities,2019-03-04,0.30%,N/A,$0.20,2019-12-26,$0.06,0.98%,25.42,1.72,74,41.19%,39%,20%,1099,$18.07,$26.99,$18.76,$19.67,33.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.67,41.51%,33.44%,66.0,2.24%,5.49%
IXP,iShares Global Telecom ETF,Equity,"$193,411,268.00",-22.72%,"71,224",$47.45,0.23%,No,No,0.06%,-23.16%,-14.02%,-12.79%,-9.36%,"-$65,991,809.00","$20,289,629.50","$20,289,629.50","-$4,882,195.50","-$52,911,403.00","-$197,138,534.50",Large Cap Growth Equities,2001-11-12,0.46%,N/A,$1.34,2019-12-16,$0.45,2.81%,21.03,0.73,69,66.34%,35%,15%,1099,$44.42,$64.25,$46.58,$48.08,33.98,A-,A-,B+,B-,A+,B+,B,5.39,64.15%,47.38%,23.34,0.00%,1.38%
IYM,iShares U.S. Basic Materials ETF,Equity,"$190,597,376.00",-39.12%,"42,600",$59.63,-4.19%,No,No,-7.58%,-35.64%,-32.35%,-28.77%,-21.19%,"-$37,443,632.00","-$9,636,963.00","-$18,255,862.00","-$129,169,481.50","-$451,601,397.50","-$251,834,059.50",Materials,2000-06-20,0.42%,N/A,$2.04,2019-12-16,$0.62,3.28%,14.65,1.23,47,72.00%,35%,15%,1099,$55.94,$95.80,$58.63,$61.50,28.42,A-,A,B,B+,A-,B,B+,5.82,55.88%,58.89%,1005.19,4.54%,2.56%
PSCT,Invesco S&P SmallCap Information Technology ETF,Equity,"$187,168,618.00",-36.09%,"26,669",$61.33,1.64%,No,No,0.33%,-32.34%,-22.46%,-13.59%,15.50%,"-$47,711,962.00","-$15,467,127.50","-$28,826,977.00","-$77,286,217.00","-$353,083,990.50","-$232,462,201.00",Technology Equities,2010-04-07,0.29%,N/A,$0.21,2019-12-23,$0.05,0.35%,20.84,1.12,79,28.35%,35%,15%,1099,$53.21,$95.71,$59.40,$62.63,30.09,A-,B,A,A,B-,A-,A,4.21,15.30%,23.03%,48.91,2.79%,4.62%
PSI,Invesco Dynamic Semiconductors ETF,Equity,"$181,939,782.00",-28.54%,"52,624",$47.99,3.23%,No,No,1.27%,-27.87%,-8.75%,19.33%,74.38%,"$26,273,942.00","$3,075,207.50","$9,336,406.50","$34,681,260.00","-$54,107,353.00","$37,499,300.00",Technology Equities,2005-06-23,0.58%,N/A,$0.35,2019-12-23,$0.09,0.75%,19.81,1.43,31,48.04%,35%,15%,1099,$43.32,$70.20,$46.39,$49.00,37.21,C,C+,B-,B-,C+,C+,C+,3.34,7.65%,11.88%,66.28,0.00%,2.78%
NRGZ,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETN,Equity,"$180,340,907.00",320.90%,781,$178.45,14.58%,Yes,2x,34.66%,232.93%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$24,439,500.00","$24,439,500.00","$24,439,500.00",Leveraged Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-4.70,10,110.10%,39%,20%,1099,$24.82,$199.86,$170.10,$184.93,70.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBW,Invesco WilderHill Clean Energy ETF,Equity,"$180,119,911.00",-31.70%,"151,806",$23.38,-2.66%,No,No,-4.18%,-43.87%,-11.13%,26.20%,-10.18%,"$51,870,943.00","-$16,339,089.50","-$29,693,402.00","$103,499,941.00","$21,625,532.15","$12,110,303.15",Alternative Energy Equities,2005-03-03,0.70%,N/A,$0.34,2019-12-23,$0.02,1.41%,-103.60,1.23,40,35.40%,35%,15%,1099,$19.65,$45.53,$22.60,$24.05,30.63,B-,A+,C+,B+,B-,B-,A-,5.23,39.05%,43.85%,223.33,0.00%,35.07%
IXG,iShares Global Financials ETF,Equity,"$177,780,064.00",-41.08%,"139,542",$40.51,-4.44%,No,No,-7.92%,-38.47%,-31.50%,-27.12%,-20.26%,"-$182,187,739.50","-$26,134,924.50","-$196,211,157.50","-$62,140,755.00","-$104,219,158.00","$36,962,578.50",Financials Equities,2001-11-12,0.46%,N/A,$1.97,2019-12-16,$0.82,4.61%,13.77,1.07,190,31.20%,35%,15%,1099,$37.08,$69.46,$39.68,$41.92,27.08,A-,B+,B-,B,B,B+,A,5.74,74.45%,56.60%,22.05,6.98%,0.92%
PBE,Invesco Dynamic Biotechnology & Genome ETF,Equity,"$176,638,372.00",-25.77%,"12,497",$41.46,0.85%,No,No,4.44%,-24.41%,-22.69%,0.18%,-27.62%,"-$2,452,552.50","$8,367,346.00","$3,087,138.00","-$42,778,723.50","-$61,821,718.50","-$239,049,384.00",Health & Biotech Equities,2005-06-23,0.57%,N/A,$0.00,2018-09-24,$0.00,0.00%,38.97,1.44,31,49.26%,35%,15%,1099,$37.09,$57.24,$40.01,$42.50,34.54,B-,B,C+,A,B-,A,C+,5.31,63.77%,45.52%,30.64,0.00%,35.56%
