Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FSTA,Fidelity MSCI Consumer Staples Index ETF,Equity,"$618,288,318.00",1.30%,"133,048",$38.18,0.82%,No,No,1.25%,2.39%,21.53%,29.94%,46.73%,"$31,700,316.00",$0.00,"-$1,899,404.00","$103,425,731.00","$307,456,104.00","$315,871,788.00",Consumer Staples Equities,2013-10-21,0.08%,Fidelity,$0.93,2019-12-20,$0.25,2.45%,23.93,0.60,90,67.86%,35%,15%,1099,$37.34,$38.46,$38.05,$38.25,59.11,N/A,N/A,A+,N/A,N/A,N/A,N/A,6.82,72.37%,83.21%,60.01,14.26%,16.26%
LIT,Global X Lithium ETF,Equity,"$588,992,751.00",14.45%,"194,732",$31.29,-3.10%,No,No,8.01%,14.91%,9.61%,25.42%,55.16%,"$17,878,898.00",$0.00,"$17,878,898.00","-$69,444,998.00","$553,479,841.50","$651,455,259.62",Global Equities,2010-07-22,0.75%,2 Platforms,$0.50,2019-12-30,$0.28,1.57%,21.86,1.18,39,77.56%,35%,15%,1099,$27.03,$31.65,N/A,N/A,66.42,B-,B,C+,B,B+,A,C,4.25,27.94%,23.64%,263.04,0.00%,15.25%
KBWB,Invesco KBW Bank ETF,Equity,"$586,583,973.00",-2.73%,"202,125",$56.64,2.46%,No,No,3.87%,-1.48%,16.36%,25.70%,75.74%,"-$50,987,561.50","-$5,955,217.50","-$55,859,665.00","-$207,260,213.50","-$426,168,482.00","$124,827,766.50",Financials Equities,2011-11-01,0.35%,N/A,$1.39,2019-12-23,$0.45,2.51%,10.96,1.37,25,60.15%,35%,15%,1099,$53.79,$58.48,$56.21,$56.91,52.32,C+,A-,B+,A-,B-,C,C,4.32,34.80%,24.68%,9.17,0.00%,0.93%
FIW,First Trust ISE Water Index Fund,Equity,"$584,403,264.00",4.79%,"34,495",$62.82,1.16%,No,No,1.31%,5.31%,29.44%,56.23%,105.11%,"$21,428,274.00",$0.00,"$15,454,401.00","$156,493,264.00","$182,405,955.00","$204,082,615.05",Water Equities ,2007-05-11,0.55%,N/A,$0.33,2019-12-13,$0.06,0.53%,29.21,1.04,37,38.62%,35%,15%,1099,$59.88,$63.18,$62.47,$63.03,64.66,A,A-,A+,A+,A,B+,A-,7.03,91.76%,86.13%,92.32,4.02%,16.57%
XHE,SPDR S&P Health Care Equipment ETF,Equity,"$580,000,436.00",2.59%,"30,917",$87.87,0.85%,No,No,0.58%,1.88%,14.40%,68.11%,97.99%,"-$17,410,866.75","$4,263,933.00","-$13,130,515.25","-$56,319,707.00","$372,149,521.50","$413,636,476.00",Health & Biotech Equities,2011-01-26,0.35%,N/A,$0.05,2019-12-23,$0.00,0.05%,34.15,1.04,67,19.72%,35%,15%,1099,$85.56,$89.09,$87.57,$88.13,57.93,B,C,A,C,A,A-,B+,5.1,55.85%,41.02%,22.78,0.00%,20.97%
ICLN,iShares Global Clean Energy ETF,Equity,"$555,694,034.00",9.45%,"553,717",$12.86,1.26%,No,No,3.38%,7.98%,36.48%,63.14%,38.53%,"$72,214,354.00","$3,642,546.00","$65,113,129.00","$252,500,437.00","$352,549,653.00","$380,716,898.00",Alternative Energy Equities,2008-06-24,0.46%,N/A,$0.16,2019-12-16,$0.08,1.26%,20.64,0.92,31,50.43%,35%,15%,1099,$11.85,$12.73,$12.76,$12.93,70.04,A-,A-,A+,B,B,A-,B+,6.39,82.94%,74.48%,226.73,0.00%,73.92%
PNQI,Invesco NASDAQ Internet ETF,Equity,"$543,273,156.00",6.68%,"24,498",$150.86,-1.18%,No,No,1.32%,1.99%,16.38%,67.47%,124.24%,"-$29,604,871.00","-$7,436,117.50","-$14,984,333.00","-$110,743,526.00","$19,618,513.50","$14,327,529.00",Large Cap Growth Equities,2008-06-12,0.62%,N/A,$0.00,2017-12-18,$0.03,0.00%,35.53,1.20,83,58.40%,35%,15%,1099,$145.99,$153.74,$149.50,$153.02,59.28,B,B,B,A,B,C,A-,3.6,9.07%,14.68%,15.17,7.92%,0.61%
TAN,Invesco Solar ETF,Equity,"$536,416,933.00",12.89%,"200,114",$34.77,1.67%,No,No,5.14%,8.42%,50.69%,104.59%,4.31%,"$36,666,629.60","-$2,651,097.60","$26,531,613.60","$104,078,238.40","$136,334,121.60","$193,228,975.20",Alternative Energy Equities,2008-04-15,0.71%,N/A,$0.09,2019-12-23,$0.09,0.27%,32.25,1.28,23,62.84%,35%,15%,1099,$31.81,$34.37,$34.34,$35.06,66.76,B,A,B-,A,C,A+,C+,4.72,30.00%,34.00%,282.37,0.00%,65.08%
IYK,iShares U.S. Consumer Goods ETF,Equity,"$536,067,870.00",3.24%,"16,044",$137.49,-0.39%,No,No,2.05%,3.48%,22.33%,28.71%,46.75%,"$19,964,466.00",$0.00,$0.00,"-$9,767,890.50","-$97,304,426.00","-$268,435,126.50",Consumer Staples Equities,2000-06-12,0.42%,N/A,$2.94,2019-12-16,$0.84,2.13%,21.89,0.75,106,57.04%,35%,15%,1099,$132.64,$138.38,$137.06,$138.05,63.60,A-,B+,B,B+,B+,B,A,5.75,51.32%,56.52%,55.21,12.17%,16.72%
XSD,SPDR S&P Semiconductor ETF,Equity,"$530,233,802.00",2.19%,"124,516",$108.21,2.45%,No,No,1.78%,0.32%,48.09%,86.00%,174.70%,"$13,611,818.50","$5,372,032.50","$13,932,850.75","$147,651,949.50","$30,974,581.00","$99,100,139.50",Technology Equities,2006-02-06,0.35%,N/A,$0.54,2019-12-23,$0.16,0.51%,23.96,1.44,37,33.27%,35%,15%,1099,$103.06,$113.37,$106.84,$109.03,54.60,B,A-,A-,A-,C,B-,B,3.9,12.18%,18.46%,82.58,0.00%,9.34%
IYT,iShares Transportation Average ETF,Equity,"$529,343,100.00",0.19%,"200,967",$195.94,1.35%,No,No,0.20%,-0.49%,7.70%,22.04%,30.16%,"-$76,801,233.00","-$28,711,070.00","-$17,940,813.00","-$181,668,001.50","-$763,138,349.50","-$1,589,743,291.50",Transportation Equities,2003-10-10,0.42%,N/A,$2.52,2019-12-16,$0.60,1.30%,19.86,1.22,21,71.98%,35%,15%,1099,$190.33,$203.50,$194.93,$196.73,50.96,A,A+,A,A,A,A,A-,5.45,43.75%,48.51%,410.71,0.00%,0.05%
SIL,Global X Silver Miners ETF,Equity,"$525,398,765.00",-8.35%,"203,137",$30.41,0.93%,No,No,-1.49%,-3.12%,13.82%,-20.15%,4.93%,"$3,269,025.00",$0.00,$0.00,"$103,594,524.00","$227,299,351.50","$359,773,513.44",Materials,2010-04-19,0.65%,2 Platforms,$0.51,2019-12-30,$0.41,1.68%,42.43,0.24,26,77.15%,35%,15%,1099,$30.17,$31.92,$30.12,$30.68,46.59,B-,A-,B-,B-,C+,B+,B,4.23,9.38%,23.34%,309.3,0.00%,0.00%
FINX,Global X FinTech Thematic ETF,Equity,"$523,235,587.00",8.40%,"140,638",$32.93,-0.48%,No,No,1.17%,6.74%,28.13%,112.93%,N/A,"$17,446,500.00","$3,245,425.00","$12,874,267.50","$138,068,227.50","$429,769,359.50","$431,277,344.42",Technology Equities,2016-09-12,0.68%,N/A,$0.00,2017-12-28,$0.03,0.00%,35.71,1.19,35,58.66%,39%,20%,1099,$30.74,$33.17,$32.70,$33.26,65.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,52.41%,51.44%,10.5,0.00%,0.25%
PSCH,Invesco S&P SmallCap Health Care ETF,Equity,"$521,623,063.00",4.80%,"23,114",$135.42,2.23%,No,No,1.83%,4.40%,13.65%,80.13%,120.50%,"$13,156,895.00",$0.00,"$13,017,937.50","-$332,683,920.00","$272,142,479.00","$271,531,856.00",Health & Biotech Equities,2010-04-07,0.29%,N/A,$0.00,2018-09-24,$0.01,0.00%,40.12,1.23,73,34.96%,35%,15%,1099,$128.31,$137.85,$133.71,$136.32,59.88,B+,B-,A,B-,A-,B-,A-,3.76,22.64%,16.45%,23.9,0.00%,10.52%
IYE,iShares U.S. Energy ETF,Equity,"$517,888,725.00",-8.87%,"533,667",$29.27,3.83%,No,No,0.34%,-8.27%,-11.77%,-18.54%,-21.88%,"-$46,865,298.50","-$2,813,215.00","-$33,899,322.50","-$209,036,030.00","-$538,268,205.00","-$306,439,432.50",Energy Equities,2000-06-12,0.42%,N/A,$2.12,2019-12-16,$1.31,7.52%,13.37,1.21,50,72.03%,35%,15%,1099,$27.77,$33.15,$28.82,$29.54,39.84,A,A,B+,B,A-,A-,A-,5.73,65.29%,56.23%,481.95,0.00%,0.53%
ROM,ProShares Ultra Technology,Equity,"$515,579,143.00",17.03%,"38,311",$186.12,0.99%,No,2x,3.62%,10.99%,89.82%,241.06%,413.94%,"$4,330,651.50",$0.00,"$4,330,651.50","-$16,005,261.50","$247,644,882.75","$166,920,632.75",Leveraged Equities,2007-01-30,0.95%,N/A,$0.25,2019-12-24,$0.11,0.14%,25.39,2.44,157,66.72%,35%,15%,1099,$167.39,$186.71,$183.13,$189.63,65.70,B+,B,C,B,B+,N/A,N/A,6.49,83.67%,76.31%,20.83,0.48%,3.92%
ARKG,ARK Genomic Revolution Multi-Sector ETF,Equity,"$510,269,052.00",3.55%,"162,194",$34.71,1.82%,No,No,1.97%,2.60%,26.29%,99.25%,63.34%,"$13,891,172.00",$0.00,"$13,891,172.00","$132,472,399.00","$431,843,506.50","$436,274,362.00",Health & Biotech Equities,2014-10-31,0.75%,N/A,$1.05,2019-12-27,$1.05,3.09%,0.00,1.96,36,59.08%,35%,15%,1099,$32.87,$35.62,$34.41,$34.94,56.34,N/A,N/A,C,N/A,N/A,N/A,N/A,2.38,0.00%,4.68%,24.57,0.42%,2.82%
SRET,Global X SuperDividend REIT ETF,Real Estate,"$509,147,055.00",0.72%,"332,749",$15.48,-0.26%,No,No,-0.42%,1.18%,10.46%,33.49%,N/A,"$53,327,908.50","$12,417,616.00","$41,832,248.50","$342,245,434.50","$449,541,043.50","$489,495,204.00",Real Estate,2015-03-16,0.59%,E*TRADE,$1.20,2019-12-30,$0.10,7.71%,12.18,0.69,31,34.46%,35%,15%,1099,$15.29,$15.70,$15.43,$15.53,54.73,N/A,N/A,C+,N/A,N/A,N/A,B-,2.48,10.00%,5.17%,36.65,3.69%,5.90%
FCOM,Fidelity MSCI Communication Services Index ETF,Equity,"$503,495,177.00",2.85%,"104,059",$36.79,0.14%,No,No,-0.05%,0.27%,16.95%,24.26%,50.28%,"-$8,580,272.00","$1,821,129.50","$15,162,461.00","$137,953,321.00","$289,642,401.50","$324,366,574.00",Large Cap Growth Equities,2013-10-21,0.08%,Fidelity,$0.31,2019-12-20,$0.08,0.83%,21.89,0.77,107,67.95%,35%,15%,1099,$36.04,$37.93,$36.58,$37.05,55.18,N/A,N/A,A,N/A,N/A,N/A,N/A,3.85,28.85%,17.66%,21.87,0.00%,0.63%
RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Equity,"$502,583,240.00",1.25%,"19,406",$147.78,1.18%,No,No,1.62%,2.46%,22.69%,29.03%,53.31%,"-$14,611,780.00","-$7,333,037.00","-$14,611,780.00","$20,678,943.00","-$108,483,716.00","$85,745,119.50",Consumer Staples Equities,2006-11-07,0.40%,Charles Schwab,$3.09,2019-12-23,$0.80,2.12%,18.53,0.60,34,32.27%,35%,15%,1099,$144.18,$148.47,$147.27,$148.09,60.26,A,B,B+,A-,A,A,B,5.54,48.68%,50.72%,68.07,15.30%,15.41%
IXG,iShares Global Financials ETF,Equity,"$502,376,028.00",-0.54%,"115,814",$68.38,1.44%,No,No,1.79%,-0.47%,13.51%,23.68%,41.89%,"-$3,108,727.00","-$10,002,141.00","-$10,002,141.00","$92,283,006.50","$87,079,557.50","$213,196,591.00",Financials Equities,2001-11-12,0.46%,N/A,$1.97,2019-12-16,$0.82,2.92%,13.77,1.07,189,29.82%,35%,15%,1099,$66.36,$69.77,$68.13,$68.55,53.61,A-,B+,B-,B,B,B+,A,5.72,71.81%,55.92%,22.12,6.95%,0.89%
REZ,iShares Residential Real Estate ETF,Real Estate,"$500,980,608.00",3.92%,"84,314",$78.29,-0.39%,No,No,0.17%,4.64%,16.50%,41.47%,48.61%,"-$37,478,754.50",$0.00,"-$29,990,352.50","$66,784,941.00","$46,424,666.50","$98,837,739.00",Real Estate,2007-05-04,0.48%,N/A,$2.18,2019-12-16,$0.64,2.78%,34.56,0.28,44,61.61%,35%,15%,1099,$74.86,$80.11,$78.04,$78.65,57.82,A,B+,B-,A-,A-,A-,B,3.74,21.18%,16.21%,92.68,0.00%,7.97%
PSJ,Invesco Dynamic Software ETF,Equity,"$500,952,382.00",2.41%,"38,992",$102.16,-0.85%,No,No,0.06%,0.40%,19.00%,106.73%,157.11%,"-$5,222,473.50",$0.00,"-$5,222,473.50","$128,415,675.50","$273,540,486.50","$307,214,860.50",All Cap Equities,2005-06-23,0.58%,N/A,$0.05,2019-12-23,$0.05,0.05%,33.35,1.11,31,48.26%,35%,15%,1099,$100.57,$104.87,$101.35,$103.49,52.86,C+,B-,B-,B-,A-,C,C+,4.82,30.88%,35.64%,16.15,0.00%,5.39%
ARKW,ARK Web x.0 ETF,Equity,"$499,949,625.00",14.99%,"135,363",$66.22,-3.33%,No,No,4.25%,8.58%,30.66%,168.48%,253.19%,"-$48,516,023.00","$13,158,212.00","$957,468.00","-$112,452,685.00","$301,674,998.50","$307,728,783.50",Large Cap Growth Equities,2014-09-30,0.76%,N/A,$0.00,2018-12-27,$4.94,0.00%,0.00,1.37,44,46.94%,35%,15%,1099,$59.80,$66.87,$65.11,$68.17,66.32,N/A,N/A,C,N/A,N/A,N/A,N/A,4.08,14.73%,20.69%,14.77,2.00%,12.86%
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$496,561,430.00",-5.72%,"1,165,083",$18.31,1.16%,No,No,-0.22%,-8.59%,-13.01%,-28.29%,-37.49%,"-$245,322,330.00","-$78,528,560.00","-$211,826,210.00","-$627,376,377.00","-$1,276,526,876.26","-$539,394,876.29",MLPs,2010-03-31,0.85%,N/A,$1.16,2019-10-10,$0.39,6.34%,0.00,1.07,20,75.73%,35%,15%,1099,$17.51,$20.49,$18.14,$18.52,41.76,A,A,B+,A-,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IGE,iShares North American Natural Resources ETF,Equity,"$489,913,510.00",-5.95%,"240,463",$28.31,2.87%,No,No,0.82%,-4.87%,-0.77%,-10.39%,-11.90%,"$27,861,656.00","$26,348,884.00","$26,348,884.00","-$226,902,637.50","-$468,818,728.00","-$1,166,282,215.00",Energy Equities,2001-10-26,0.46%,N/A,$2.51,2019-12-16,$1.92,9.12%,14.48,1.17,100,45.40%,35%,15%,1099,$27.19,$30.69,$27.91,$28.55,45.33,A,A,A-,A,B+,B-,A-,5.54,57.65%,50.79%,495.1,3.27%,0.32%
FIDU,Fidelity MSCI Industrials Index ETF,Equity,"$478,429,442.00",2.96%,"60,210",$43.28,1.48%,No,No,1.20%,1.39%,18.08%,38.59%,67.38%,"$2,167,323.00",$0.00,"$2,135,078.50","$13,148,703.00","$88,190,108.50","$211,719,325.50",Industrials Equities,2013-10-21,0.08%,Fidelity,$0.73,2019-12-30,$0.03,1.71%,21.37,1.19,336,34.38%,35%,15%,1099,$42.05,$43.61,$43.03,$43.43,57.94,N/A,N/A,A+,N/A,N/A,N/A,N/A,5.99,60.42%,63.82%,153.78,30.29%,2.58%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$470,793,226.00",0.33%,"1,669,433",$57.69,7.35%,No,3x,14.35%,-0.65%,15.78%,37.89%,N/A,"-$4,800,845.50","$14,458,458.00","$726,253.50","-$239,025,015.00","-$103,551,177.50","$157,921,010.65",Leveraged Equities,2015-05-28,1.12%,N/A,$0.16,2019-12-23,$0.01,0.30%,0.00,5.07,123,21.15%,35%,15%,1099,$45.61,$62.68,$55.64,$59.55,55.43,N/A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPYP,Tortoise North American Pipeline Fund,Equity,"$463,369,510.00",-0.94%,"229,306",$23.28,0.95%,No,No,0.95%,-0.60%,5.21%,6.32%,N/A,"-$25,548,400.00","-$5,783,350.00","-$25,548,400.00","$128,095,670.00","$383,053,830.00","$420,188,770.00",Energy Equities,2015-06-30,0.40%,N/A,$1.04,2019-12-30,$0.22,4.56%,16.31,0.87,62,58.34%,39%,20%,1099,$22.82,$23.96,$23.18,$23.38,52.17,A-,B,A+,N/A,N/A,B,B,4.65,44.76%,32.80%,655.48,7.88%,0.24%
CLOU,Global X Cloud Computing ETF,Equity,"$462,693,874.00",10.69%,"241,840",$17.43,-1.86%,No,No,1.40%,5.32%,N/A,N/A,N/A,"-$27,870,015.50","-$6,015,394.00","-$22,194,181.50","$405,664,011.00","$405,664,011.00","$405,664,011.00",Technology Equities,2019-04-12,0.68%,N/A,$0.01,2019-12-30,$0.01,0.05%,61.64,1.83,37,45.18%,39%,20%,1099,$16.58,$17.65,$17.21,$17.80,63.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.54,51.27%,50.62%,40.61,1.87%,5.45%
EMQQ,Emerging Markets Internet & Ecommerce ETF,Equity,"$448,667,752.00",5.01%,"86,057",$37.07,-0.67%,No,No,1.84%,0.32%,20.92%,46.84%,60.98%,"$29,902,105.50",$0.00,"$26,266,068.50","$15,873,498.00","$397,269,435.50","$419,655,435.50",Emerging Markets Equities,2014-11-12,0.86%,N/A,$0.46,2019-12-24,$0.46,1.22%,23.51,1.34,78,59.87%,35%,15%,1099,$35.05,$38.97,$36.71,$37.67,55.92,B-,B-,C,A,B-,C,C+,4.35,20.40%,25.29%,14.46,0.00%,0.88%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$440,341,613.00",2.87%,"23,329",$56.62,0.87%,No,No,0.98%,3.36%,18.88%,35.65%,36.11%,"$5,450,404.00",$0.00,$0.00,"$89,116,683.00","$281,167,682.00","$282,000,274.00",Large Cap Blend Equities,2007-01-31,0.40%,Charles Schwab,$1.87,2019-12-20,$0.99,3.33%,19.90,0.58,75,39.27%,35%,15%,1099,$54.81,$56.78,$56.41,$56.74,64.66,B-,B-,A-,B,B+,C+,A-,7.07,87.86%,86.73%,975.63,31.54%,2.66%
GQRE,FlexShares Global Quality Real Estate Index Fund,Real Estate,"$427,093,491.00",1.78%,"20,114",$65.93,0.05%,No,No,-0.19%,2.92%,11.03%,27.68%,30.74%,"$19,676,499.00","$3,264,353.00","$16,445,972.00","$90,423,484.00","$190,809,489.50","$311,591,289.90",Global Real Estate,2013-11-05,0.45%,N/A,$2.78,2019-12-20,$1.68,4.22%,25.40,0.61,148,33.77%,35%,15%,1099,$64.13,$67.04,$65.80,$66.10,58.04,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.74,25.48%,34.34%,84.53,1.57%,10.73%
XME,SPDR S&P Metals & Mining ETF,Equity,"$409,644,609.00",-8.67%,"2,460,968",$26.75,4.13%,No,No,5.69%,-5.44%,-10.91%,-15.80%,2.56%,"-$99,791,022.00","-$30,306,729.00","-$163,469,080.50","-$36,386,341.50","-$418,792,910.50","-$83,648,707.50",Materials,2006-06-19,0.35%,N/A,$0.71,2019-12-20,$0.12,2.77%,12.41,1.50,28,48.26%,35%,15%,1099,$24.28,$28.98,$26.15,$27.12,47.63,A,A,A+,B+,B,B,B,3.69,19.12%,15.71%,862.72,0.00%,3.51%
FENY,Fidelity MSCI Energy Index ETF,Equity,"$407,902,523.00",-9.18%,"304,316",$14.54,3.78%,No,No,0.41%,-8.61%,-12.96%,-20.52%,-23.73%,"$24,085,163.00","$5,718,862.00","$20,843,027.00","$12,537,690.50","$61,165,364.00","$370,845,569.50",Energy Equities,2013-10-21,0.08%,Fidelity,$1.03,2019-12-20,$0.59,7.35%,12.78,1.23,113,69.56%,35%,15%,1099,$13.77,$16.53,$14.32,$14.67,39.50,A+,B+,A+,N/A,A,B+,N/A,5.5,54.71%,49.68%,444.29,0.00%,0.23%
RYU,Invesco S&P 500® Equal Weight Utilities ETF,Equity,"$404,992,152.00",5.87%,"27,629",$112.52,0.53%,No,No,0.47%,7.38%,26.86%,49.94%,64.07%,$0.00,$0.00,$0.00,"$20,082,814.50","$148,789,290.50","$25,785,982.00",Utilities Equities,2006-11-07,0.40%,Charles Schwab,$2.70,2019-12-23,$0.64,2.41%,20.34,0.21,29,36.81%,35%,15%,1099,$104.32,$115.12,$111.84,$112.95,70.95,A,B+,A-,A,A,A-,B,6.78,45.83%,82.52%,2914.88,53.20%,4.43%
IYZ,iShares U.S. Telecommunications ETF,Equity,"$387,505,958.00",0.20%,"206,608",$29.94,0.74%,No,No,0.98%,0.40%,10.06%,-6.38%,13.32%,"-$3,139,973.00","$14,743,017.50","$8,755,948.00","-$111,376,904.00","-$127,052,818.50","-$55,450,371.00",Communications Equities,2000-05-22,0.42%,N/A,$0.70,2019-12-16,$0.21,2.37%,18.56,0.81,42,76.67%,35%,15%,1099,$29.25,$30.67,$29.85,$30.00,52.30,B+,A+,B,B+,A-,B,C,3.99,34.62%,19.62%,34.47,1.76%,1.18%
IFGL,iShares International Developed Real Estate ETF,Real Estate,"$387,145,216.00",0.56%,"47,594",$30.37,0.10%,No,No,0.36%,1.47%,10.60%,32.85%,25.78%,$0.00,$0.00,$0.00,"-$132,034,766.00","-$72,664,316.00","-$529,008,519.00",Global Real Estate,2007-11-12,0.48%,Fidelity,$2.30,2019-12-16,$1.15,7.60%,11.29,0.58,210,25.97%,35%,15%,1099,$29.87,$30.57,$30.31,$30.41,58.64,A,A+,B+,A-,B+,B+,A-,6.15,89.19%,68.58%,83.92,2.39%,23.63%
XNTK,NYSE Technology ETF,Equity,"$377,930,437.00",9.52%,"29,827",$89.42,-0.51%,No,No,4.24%,5.79%,32.93%,82.44%,142.11%,"-$47,304,798.75","-$4,242,507.00","-$41,026,730.25","-$125,326,160.25","-$463,364,580.50","-$463,364,580.50",Technology Equities,2000-09-29,0.35%,N/A,$0.50,2019-12-23,$0.12,0.55%,23.39,1.28,36,33.57%,39%,20%,1099,$83.55,$89.19,$88.62,$90.55,65.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.49,50.71%,49.58%,40.81,2.72%,6.75%
PJP,Invesco Dynamic Pharmaceuticals ETF,Equity,"$377,332,480.00",1.41%,"35,108",$65.63,2.23%,No,No,2.15%,2.90%,0.52%,16.05%,0.88%,"-$9,498,972.00","-$3,163,322.50","-$6,289,930.50","-$83,781,258.00","-$512,757,727.50","-$1,044,832,069.00",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.50,2019-12-23,$0.16,0.78%,12.39,1.07,30,46.05%,35%,15%,1099,$62.55,$66.87,$64.73,$66.20,57.89,B,A-,B-,A-,B-,B+,B-,5.15,58.11%,42.20%,28.42,0.00%,33.86%
MXI,iShares Global Materials ETF,Equity,"$375,894,309.00",-1.84%,"91,637",$66.25,1.53%,No,No,2.10%,-0.05%,10.28%,21.78%,31.84%,"$3,247,545.50","$3,247,545.50","$3,247,545.50","$154,021,240.50","$57,394,335.00","$48,224,738.50",Materials,2006-09-21,0.46%,N/A,$2.46,2019-12-30,$0.06,3.78%,14.13,1.07,105,32.22%,35%,15%,1099,$63.70,$67.80,$65.89,$66.44,53.42,B,A-,B,B,B+,B-,A,5.96,57.35%,62.72%,735.8,15.48%,3.39%
IAT,iShares U.S. Regional Banks ETF,Equity,"$371,593,050.00",-2.79%,"92,359",$49.55,2.21%,No,No,3.55%,-1.02%,12.25%,14.12%,64.74%,"-$26,859,231.50","-$14,368,818.50","-$24,309,611.00","-$235,647,062.50","-$314,004,097.00","-$317,918,926.50",Financials Equities,2006-05-05,0.42%,N/A,$1.27,2019-12-16,$0.41,2.61%,13.24,1.28,59,61.24%,35%,15%,1099,$47.31,$50.85,$49.20,$49.75,51.80,A-,A,B,B-,A,B-,B,4.86,50.22%,36.33%,10.69,0.00%,1.34%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$361,549,100.00",2.56%,"16,335",$164.23,0.37%,No,No,1.43%,3.73%,12.31%,17.22%,12.80%,"-$23,734,243.00","-$7,967,280.00","-$23,734,243.00","-$76,199,294.00","-$393,586,027.50","-$505,967,468.00",Health & Biotech Equities,2006-05-05,0.42%,N/A,$2.24,2019-12-16,$0.52,1.37%,29.17,1.05,46,75.62%,35%,15%,1099,$157.70,$166.36,$163.52,$164.98,62.88,C+,B,B,C,B,A-,B-,4.71,41.89%,33.82%,26.88,0.00%,7.40%
BBH,VanEck Vectors Biotech ETF,Equity,"$357,021,986.00",0.52%,"15,430",$140.15,2.46%,No,No,2.79%,0.02%,10.69%,28.24%,25.74%,"-$6,619,735.00","-$6,619,735.00","-$6,619,735.00","-$94,664,368.50","-$391,507,471.50","-$411,750,762.91",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.35%,24.39,1.32,25,60.16%,35%,15%,1099,$132.67,$143.68,$137.79,$142.27,55.34,B-,A-,A,A+,C,C+,C,3.75,22.26%,16.41%,22.22,0.00%,36.38%
PSCT,Invesco S&P SmallCap Information Technology ETF,Equity,"$346,877,928.00",0.36%,"12,265",$96.30,0.50%,No,No,-0.48%,-0.65%,22.84%,34.74%,95.42%,$0.00,$0.00,$0.00,"-$49,853,920.00","-$328,546,496.00","-$177,153,306.00",Technology Equities,2010-04-07,0.29%,N/A,$0.21,2019-12-23,$0.05,0.22%,20.84,1.12,79,26.44%,35%,15%,1099,$94.06,$101.34,$95.56,$96.93,50.49,A-,B,A,A,B-,A-,A,4.3,18.41%,24.38%,47.33,2.79%,4.38%
MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN,Real Estate,"$346,014,420.00",5.52%,"189,778",$15.10,1.75%,No,2x,2.44%,4.93%,16.42%,36.12%,N/A,"$108,526,986.22","$18,479,944.91","$102,797,466.22","$236,129,715.22","$301,458,889.22","$293,687,439.22",Leveraged Real Estate,2015-10-08,0.40%,N/A,$1.24,2019-10-10,$0.44,8.21%,0.00,1.23,25,62.96%,39%,20%,1099,$14.03,$14.99,$14.95,$15.19,68.34,N/A,N/A,B+,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUST,Direxion Daily Gold Miners Bear 3X Shares,Equity,"$341,885,613.00",10.32%,"12,966,160",$6.20,-0.48%,Yes,3x,7.83%,0.65%,-65.78%,-77.54%,-98.95%,"$10,857,458.00","-$2,554,296.00","-$1,774,446.50","$378,476,073.50","$43,306,515.00","$632,931,916.59",Leveraged Equities,2010-12-08,1.05%,N/A,$0.14,2019-12-23,$0.01,2.23%,26.90,0.55,47,62.21%,35%,15%,1099,$5.52,$6.43,$6.05,$6.34,49.56,B-,A,A-,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
