Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IXG,iShares Global Financials ETF,Equity,"$503,978,190.00",-0.47%,"117,237",$68.43,-0.22%,No,No,3.26%,-0.33%,15.28%,24.48%,40.31%,"-$3,108,727.00","-$10,002,141.00","-$10,002,141.00","$92,283,006.50","$90,062,069.50","$213,196,591.00",Financials Equities,2001-11-12,0.46%,N/A,$1.97,2019-12-16,$0.82,2.88%,13.77,1.07,189,29.54%,35%,15%,1099,$66.38,$69.67,$68.20,$68.57,53.69,A-,B+,B-,B,B,B+,A,5.72,71.81%,55.92%,22.12,6.95%,0.89%
RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Equity,"$502,991,954.00",1.37%,"19,313",$147.95,0.27%,No,No,1.99%,2.13%,23.57%,29.97%,53.13%,"-$14,611,780.00",$0.00,"-$14,611,780.00","$20,678,943.00","-$108,483,716.00","$80,382,619.50",Consumer Staples Equities,2006-11-07,0.40%,Charles Schwab,$3.09,2019-12-23,$0.80,2.09%,18.53,0.60,34,32.32%,35%,15%,1099,$144.77,$148.53,$147.24,$148.40,60.47,A,B,B+,A-,A,A,B,5.54,48.68%,50.72%,68.07,15.30%,15.41%
XSD,SPDR S&P Semiconductor ETF,Equity,"$502,156,253.00",-0.15%,"128,205",$105.73,-1.75%,No,No,3.57%,-2.16%,44.48%,81.68%,167.35%,"$10,906,544.00","-$2,669,642.50","$5,836,039.75","$148,623,728.50","$28,269,306.50","$96,394,865.00",Technology Equities,2006-02-06,0.35%,N/A,$0.54,2019-12-23,$0.16,0.50%,23.96,1.44,37,34.27%,35%,15%,1099,$102.87,$113.32,$105.23,$106.72,50.05,B,A-,A-,A-,C,B-,B,3.9,12.18%,18.46%,82.58,0.00%,9.34%
REZ,iShares Residential Real Estate ETF,Real Estate,"$501,232,894.00",4.80%,"80,016",$78.96,0.13%,No,No,1.14%,4.56%,16.99%,42.22%,53.06%,"-$41,408,273.50","-$3,929,519.00","-$7,708,529.00","$52,487,368.50","$42,495,147.50","$94,908,220.00",Real Estate,2007-05-04,0.48%,N/A,$2.18,2019-12-16,$0.64,2.79%,34.56,0.28,44,61.50%,35%,15%,1099,$75.86,$79.93,$78.76,$79.22,60.88,A,B+,B-,A-,A-,A-,B,3.74,21.18%,16.21%,92.68,0.00%,7.97%
FINX,Global X FinTech Thematic ETF,Equity,"$486,095,147.00",7.48%,"142,000",$32.65,-0.64%,No,No,2.50%,5.22%,28.70%,110.44%,N/A,"-$15,461,400.00","-$29,662,475.00","-$20,033,632.50","$105,160,327.50","$396,861,459.50","$398,369,444.42",Technology Equities,2016-09-12,0.68%,N/A,$0.00,2017-12-28,$0.03,0.00%,35.71,1.19,35,58.99%,39%,20%,1099,$31.06,$33.23,$32.54,$32.78,61.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.57,52.41%,51.44%,10.5,0.00%,0.25%
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$485,724,140.00",-7.88%,"1,169,097",$17.89,-0.94%,No,No,-0.17%,-8.21%,-12.08%,-30.03%,-39.60%,"-$245,322,330.00","-$78,528,560.00","-$211,826,210.00","-$627,376,377.00","-$1,281,058,481.26","-$559,432,626.29",MLPs,2010-03-31,0.85%,N/A,$1.16,2019-10-10,$0.39,6.49%,0.00,1.07,20,75.94%,35%,15%,1099,$17.38,$20.21,$17.80,$18.00,37.36,A,A,B+,A-,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IGE,iShares North American Natural Resources ETF,Equity,"$481,695,602.00",-7.48%,"241,610",$27.85,-0.89%,No,No,0.94%,-6.67%,0.50%,-11.06%,-14.56%,"$23,734,899.50","$13,747,823.50","$22,222,127.50","-$227,918,451.00","-$472,945,484.50","-$1,170,408,971.50",Energy Equities,2001-10-26,0.46%,N/A,$2.51,2019-12-16,$1.92,8.93%,14.48,1.17,100,45.45%,35%,15%,1099,$27.05,$30.48,$27.78,$27.94,40.97,A,A,A-,A,B+,B-,A-,5.54,57.65%,50.79%,495.1,3.27%,0.32%
FIDU,Fidelity MSCI Industrials Index ETF,Equity,"$475,481,315.00",2.33%,"59,813",$43.02,-0.81%,No,No,2.80%,1.03%,18.31%,38.08%,64.95%,"$2,167,323.00",$0.00,$0.00,"$13,148,703.00","$78,327,872.50","$233,171,425.50",Industrials Equities,2013-10-21,0.08%,Fidelity,$0.73,2019-12-30,$0.03,1.68%,21.37,1.19,336,34.79%,35%,15%,1099,$42.06,$43.68,$42.93,$43.19,54.95,N/A,N/A,A+,N/A,N/A,N/A,N/A,5.99,60.42%,63.82%,153.78,30.29%,2.58%
CLOU,Global X Cloud Computing ETF,Equity,"$459,601,247.00",11.01%,"244,668",$17.48,0.52%,No,No,2.52%,4.30%,N/A,N/A,N/A,"-$31,362,045.50","-$3,492,030.00","-$25,686,211.50","$402,171,981.00","$402,171,981.00","$402,171,981.00",Technology Equities,2019-04-12,0.68%,N/A,$0.01,2019-12-30,$0.01,0.09%,61.64,1.83,37,44.03%,39%,20%,1099,$16.77,$17.63,$17.35,$17.62,63.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.54,51.27%,50.62%,40.61,1.87%,5.45%
EMQQ,Emerging Markets Internet & Ecommerce ETF,Equity,"$448,491,241.00",4.11%,"87,956",$36.75,-1.58%,No,No,4.37%,-2.42%,24.82%,44.95%,61.78%,"$29,902,105.50",$0.00,"$17,042,717.00","$15,873,498.00","$397,269,435.50","$419,655,435.50",Emerging Markets Equities,2014-11-12,0.86%,N/A,$0.46,2019-12-24,$0.46,1.23%,23.51,1.34,78,59.34%,35%,15%,1099,$35.04,$38.96,$36.59,$36.99,53.67,B-,B-,C,A,B-,C,C+,4.35,20.40%,25.29%,14.46,0.00%,0.88%
TPYP,Tortoise North American Pipeline Fund,Equity,"$448,063,815.00",-2.13%,"236,124",$23.00,-0.69%,No,No,0.57%,-2.00%,5.92%,6.16%,N/A,"-$25,548,400.00",$0.00,"-$25,548,400.00","$128,095,670.00","$383,053,830.00","$420,188,770.00",Energy Equities,2015-06-30,0.40%,N/A,$1.04,2019-12-30,$0.22,4.48%,16.31,0.87,62,58.51%,39%,20%,1099,$22.77,$23.95,$22.93,$23.12,47.12,A-,B,A+,N/A,N/A,B,B,4.65,44.76%,32.80%,655.48,7.88%,0.24%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$440,995,824.00",2.11%,"23,584",$56.20,-0.48%,No,No,0.97%,2.11%,18.72%,35.70%,37.37%,"$5,450,404.00",$0.00,$0.00,"$89,116,683.00","$281,167,682.00","$282,000,274.00",Large Cap Blend Equities,2007-01-31,0.40%,Charles Schwab,$1.87,2019-12-20,$0.99,3.30%,19.90,0.58,75,39.43%,35%,15%,1099,$55.17,$56.74,$56.10,$56.34,59.38,B-,B-,A-,B,B+,C+,A-,7.07,87.86%,86.73%,975.63,31.54%,2.66%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$434,168,448.00",-2.00%,"1,669,778",$56.35,-2.83%,No,3x,21.39%,-0.62%,21.25%,35.23%,N/A,"-$15,572,801.50","-$8,621,790.00","-$4,198,606.50","-$259,810,553.00","-$103,785,236.50","$147,149,054.65",Leveraged Equities,2015-05-28,1.12%,N/A,$0.16,2019-12-23,$0.01,0.28%,0.00,5.07,123,19.67%,35%,15%,1099,$45.67,$62.44,$55.36,$57.58,53.43,N/A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GQRE,FlexShares Global Quality Real Estate Index Fund,Real Estate,"$429,649,245.00",2.06%,"19,183",$66.11,-0.20%,No,No,1.05%,2.62%,11.72%,28.44%,31.23%,"$19,676,499.00","$3,264,353.00","$16,445,972.00","$90,423,484.00","$190,809,489.50","$311,591,289.90",Global Real Estate,2013-11-05,0.45%,N/A,$2.78,2019-12-20,$1.68,4.23%,25.40,0.61,147,33.78%,35%,15%,1099,$64.74,$66.86,$66.02,$66.24,58.95,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.74,25.48%,34.34%,84.53,1.57%,10.73%
RYU,Invesco S&P 500® Equal Weight Utilities ETF,Equity,"$409,184,892.00",5.52%,"28,994",$112.14,-0.20%,No,No,-0.25%,6.10%,24.93%,50.08%,67.35%,$0.00,$0.00,$0.00,"$20,086,190.50","$148,789,290.50","$25,785,982.00",Utilities Equities,2006-11-07,0.40%,Charles Schwab,$2.70,2019-12-23,$0.64,2.40%,20.34,0.21,29,36.93%,35%,15%,1099,$105.87,$115.05,$111.93,$112.53,68.36,A,B+,A-,A,A,A-,B,6.78,45.83%,82.52%,2914.88,53.20%,4.43%
XME,SPDR S&P Metals & Mining ETF,Equity,"$407,559,220.00",-11.03%,"2,487,352",$26.06,-2.36%,No,No,4.70%,-5.44%,-10.50%,-19.03%,-1.16%,"-$89,081,522.00","-$603,864.50","-$147,108,328.50","-$10,261,673.50","-$421,474,013.50","-$72,939,207.50",Materials,2006-06-19,0.35%,N/A,$0.71,2019-12-20,$0.12,2.66%,12.41,1.50,28,48.46%,35%,15%,1099,$24.36,$28.57,$25.87,$26.37,42.67,A,A,A+,B+,B,B,B,3.69,19.12%,15.71%,862.72,0.00%,3.51%
FENY,Fidelity MSCI Energy Index ETF,Equity,"$399,564,788.00",-10.99%,"303,841",$14.25,-0.77%,No,No,0.64%,-10.38%,-12.07%,-21.38%,-26.36%,"$25,485,912.00","$4,937,534.00","$19,065,168.00","$13,056,184.50","$62,566,113.00","$372,246,318.50",Energy Equities,2013-10-21,0.08%,Fidelity,$1.03,2019-12-20,$0.59,7.08%,12.78,1.23,113,69.87%,35%,15%,1099,$13.65,$16.33,$14.19,$14.31,36.01,A+,B+,A+,N/A,A,B+,N/A,5.5,54.71%,49.68%,444.29,0.00%,0.23%
IYZ,iShares U.S. Telecommunications ETF,Equity,"$390,096,485.00",0.87%,"204,037",$30.14,-0.03%,No,No,2.45%,1.62%,11.67%,-4.09%,12.31%,"-$167,613.00","$10,297,647.50","$10,237,369.50","-$105,612,978.00","-$108,576,770.50","-$49,461,011.00",Communications Equities,2000-05-22,0.42%,N/A,$0.70,2019-12-16,$0.21,2.35%,18.56,0.81,42,76.94%,35%,15%,1099,$29.28,$30.70,$30.07,$30.21,55.07,B+,A+,B,B+,A-,B,C,3.99,34.62%,19.62%,34.47,1.76%,1.18%
IFGL,iShares International Developed Real Estate ETF,Real Estate,"$388,942,141.00",0.23%,"47,679",$30.27,-0.46%,No,No,0.36%,1.07%,11.36%,32.80%,24.42%,$0.00,$0.00,$0.00,"-$132,034,766.00","-$72,664,316.00","-$529,008,519.00",Global Real Estate,2007-11-12,0.48%,Fidelity,$2.30,2019-12-16,$1.15,7.57%,11.29,0.58,209,27.17%,35%,15%,1099,$29.96,$30.55,$30.23,$30.33,55.63,A,A+,B+,A-,B+,B+,A-,6.15,89.19%,68.58%,83.92,2.39%,23.63%
PJP,Invesco Dynamic Pharmaceuticals ETF,Equity,"$380,509,585.00",2.15%,"35,013",$66.11,-0.35%,No,No,5.59%,3.20%,2.82%,16.41%,-1.45%,"-$9,498,972.00","-$3,163,322.50","-$6,289,930.50","-$77,204,080.00","-$512,757,727.50","-$1,044,832,069.00",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.50,2019-12-23,$0.16,0.76%,12.39,1.07,30,45.90%,35%,15%,1099,$62.69,$67.18,$65.93,$66.35,59.40,B,A-,B-,A-,B-,B+,B-,5.15,58.11%,42.20%,28.42,0.00%,33.86%
XNTK,NYSE Technology ETF,Equity,"$375,197,769.00",9.41%,"29,008",$89.33,-0.82%,No,No,5.35%,5.29%,35.35%,82.34%,140.30%,"-$49,541,067.25","-$6,478,775.50","-$43,262,998.75","-$130,951,230.75","-$465,600,849.00","-$465,600,849.00",Technology Equities,2000-09-29,0.35%,N/A,$0.50,2019-12-23,$0.12,0.56%,23.39,1.28,36,32.68%,39%,20%,1099,$83.67,$90.05,N/A,N/A,64.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.49,50.71%,49.58%,40.81,2.72%,6.75%
MXI,iShares Global Materials ETF,Equity,"$371,725,664.00",-3.72%,"91,921",$64.99,-1.77%,No,No,2.46%,-1.38%,10.52%,20.08%,28.47%,"$3,247,545.50",$0.00,"$3,247,545.50","$154,021,240.50","$57,394,335.00","$48,224,738.50",Materials,2006-09-21,0.46%,N/A,$2.46,2019-12-30,$0.06,3.73%,14.13,1.07,105,32.06%,35%,15%,1099,$63.64,$67.75,$64.70,$65.43,46.55,B,A-,B,B,B+,B-,A,5.96,57.35%,62.72%,735.8,15.48%,3.39%
IAT,iShares U.S. Regional Banks ETF,Equity,"$363,409,767.00",-4.28%,"90,068",$48.79,-0.51%,No,No,3.13%,-2.03%,8.77%,12.88%,57.02%,"-$29,283,548.00","-$2,424,316.50","-$24,219,125.00","-$233,538,824.00","-$316,406,198.50","-$310,200,243.00",Financials Equities,2006-05-05,0.42%,N/A,$1.27,2019-12-16,$0.41,2.56%,13.24,1.28,59,61.56%,35%,15%,1099,$47.34,$50.59,$48.59,$48.93,47.52,A-,A,B,B-,A,B-,B,4.86,50.22%,36.33%,10.69,0.00%,1.34%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$358,452,514.00",1.71%,"16,278",$162.87,-0.94%,No,No,2.29%,2.12%,13.70%,15.70%,8.67%,"-$15,548,608.00","$218,355.00","$24,140,352.00","-$68,013,659.00","-$385,400,392.50","-$497,781,833.00",Health & Biotech Equities,2006-05-05,0.42%,N/A,$2.24,2019-12-16,$0.52,1.36%,29.17,1.05,46,75.82%,35%,15%,1099,$158.72,$166.37,$162.28,$163.71,58.32,C+,B,B,C,B,A-,B-,4.71,41.89%,33.82%,26.88,0.00%,7.40%
BBH,VanEck Vectors Biotech ETF,Equity,"$357,211,854.00",0.70%,"15,302",$140.40,-0.51%,No,No,6.05%,-0.90%,13.49%,28.18%,25.14%,"-$6,619,735.00","-$6,619,735.00","-$6,619,735.00","-$94,664,368.50","-$391,507,471.50","-$423,908,722.91",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.33%,24.39,1.32,25,60.33%,35%,15%,1099,$132.71,$143.61,$140.02,$141.09,55.39,B-,A-,A,A+,C,C+,C,3.75,22.26%,16.41%,22.22,0.00%,36.38%
MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN,Real Estate,"$347,088,430.00",6.01%,"197,356",$15.17,-0.46%,No,2x,3.62%,8.36%,18.08%,36.14%,N/A,"$113,775,519.75","$23,728,478.44","$99,431,499.75","$234,251,448.75","$306,707,422.75","$298,935,972.75",Leveraged Real Estate,2015-10-08,0.40%,N/A,$1.24,2019-10-10,$0.44,8.17%,0.00,1.23,25,63.08%,39%,20%,1099,$13.95,$15.22,$15.11,$15.23,68.08,N/A,N/A,B+,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSCT,Invesco S&P SmallCap Information Technology ETF,Equity,"$339,014,700.00",-1.93%,"12,246",$94.11,-1.97%,No,No,0.65%,-2.78%,20.90%,33.00%,89.68%,$0.00,$0.00,$0.00,"-$49,853,920.00","-$335,677,928.00","-$179,674,729.00",Technology Equities,2010-04-07,0.29%,N/A,$0.21,2019-12-23,$0.05,0.22%,20.84,1.12,79,26.57%,35%,15%,1099,$93.59,$101.46,$93.64,$94.94,44.17,A-,B,A,A,B-,A-,A,4.3,18.41%,24.38%,47.33,2.79%,4.38%
DUST,Direxion Daily Gold Miners Bear 3X Shares,Equity,"$331,777,930.00",12.10%,"12,859,508",$6.30,4.65%,Yes,3x,11.31%,3.62%,-67.68%,-74.43%,-99.05%,"-$14,087,400.00","-$25,202,502.00","-$15,517,151.50","$352,663,931.50","-$7,861,977.50","$609,716,336.59",Leveraged Equities,2010-12-08,1.05%,N/A,$0.14,2019-12-23,$0.01,2.32%,26.90,0.55,47,61.87%,35%,15%,1099,$5.53,$6.41,$5.99,$6.45,50.78,B-,A,A-,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RING,iShares MSCI Global Gold Miners ETF,Equity,"$331,442,190.00",-4.94%,"224,387",$22.88,-1.34%,No,No,-3.50%,-2.31%,33.13%,11.55%,36.40%,"$42,295,430.00",$0.00,"$42,295,430.00","$68,652,725.50","$175,763,285.00","$287,313,638.00",Materials,2012-01-31,0.39%,Fidelity,$0.20,2019-12-16,$0.05,0.86%,40.49,-0.16,37,72.53%,35%,15%,1099,$22.82,$24.05,$22.68,$23.23,46.83,B,A-,A,C,C+,B-,B+,6.12,48.96%,67.80%,541.29,7.30%,0.00%
IYM,iShares U.S. Basic Materials ETF,Equity,"$329,382,695.00",-3.90%,"28,100",$94.12,-1.48%,No,No,3.85%,-0.41%,9.52%,13.42%,22.49%,"-$14,432,356.50","-$4,789,723.50","-$4,789,723.50","-$115,268,719.00","-$592,994,610.50","-$220,274,284.00",Materials,2000-06-20,0.42%,N/A,$2.04,2019-12-16,$0.62,2.13%,14.65,1.23,47,68.83%,35%,15%,1099,$91.09,$97.67,$93.75,$94.57,48.46,A-,A,B,B+,A-,B,B+,5.79,51.47%,57.75%,990.62,4.22%,2.54%
MORL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN,Real Estate,"$326,626,885.00",5.74%,"221,175",$15.10,-0.46%,No,2x,3.57%,7.70%,11.94%,55.04%,96.18%,"-$112,277,780.00","-$22,137,750.00","-$112,277,780.00","-$126,530,132.59","$75,321,381.56","$151,111,394.06",Leveraged Real Estate,2012-10-17,0.40%,N/A,$1.24,2019-10-10,$0.44,8.21%,0.00,1.14,25,63.08%,35%,15%,1099,$13.94,$15.17,N/A,N/A,66.47,A+,B,A+,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Equity,"$323,003,960.00",0.09%,"65,019",$45.17,-0.90%,No,No,2.87%,-0.53%,17.69%,36.62%,53.44%,"-$43,030,516.00",$0.00,"-$6,783,264.50","-$66,464,068.00","-$1,713,867,205.00","-$634,597,940.96",Industrials Equities,2007-05-08,0.63%,N/A,$0.33,2019-12-13,$0.11,0.73%,16.98,1.30,92,19.53%,35%,15%,1099,$44.27,$46.65,$45.06,$45.37,50.35,B+,A,C+,A-,B,B+,A-,6.12,67.71%,67.59%,123.92,16.61%,1.78%
FXG,First Trust Consumer Staples AlphaDEX Fund,Equity,"$320,371,936.00",-3.02%,"55,070",$48.53,0.21%,No,No,1.59%,-1.82%,11.33%,13.11%,21.18%,"$17,819,968.50","-$4,783,240.00","-$12,182,660.00","-$37,469,075.00","-$388,263,902.00","-$2,275,564,180.73",Consumer Staples Equities,2007-05-08,0.64%,N/A,$0.82,2019-12-13,$0.26,1.67%,23.10,0.66,37,44.20%,35%,15%,1099,$47.66,$50.34,$48.34,$48.65,46.27,B+,A,C+,A+,B+,B,B-,6.57,67.11%,77.98%,94.98,13.20%,9.93%
NXTG,First Trust Indxx NextG ETF,Equity,"$313,253,533.00",1.83%,"38,760",$55.92,-0.85%,No,No,3.84%,0.54%,21.57%,32.60%,51.36%,"$44,416,542.00","$8,260,907.00","$36,160,688.00","$266,466,118.00","$266,466,118.00","$266,466,118.00",Large Cap Blend Equities,2011-02-17,0.70%,N/A,$0.42,2019-12-13,$0.24,0.75%,22.35,1.03,101,16.56%,39%,20%,1099,$54.41,$57.50,$55.71,$56.21,54.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.28,65.38%,44.82%,78.69,1.56%,4.55%
KBWD,Invesco KBW High Dividend Yield Financial ETF,Equity,"$311,849,558.00",3.01%,"54,943",$22.43,-0.58%,No,No,1.93%,2.50%,10.89%,20.17%,35.10%,"$2,237,107.00",$0.00,"$2,237,107.00","$6,109,987.50","$72,486,733.50","$85,408,470.50",Financials Equities,2010-12-02,1.58%,N/A,$1.91,2020-01-21,$0.16,8.48%,9.99,0.91,41,36.38%,35%,15%,1099,$21.86,$22.56,$22.38,$22.50,63.43,B,B+,C,C,A,A,B-,2.45,6.17%,5.05%,8.51,0.00%,0.07%
GREK,Global X FTSE Greece 20 ETF,Equity,"$300,365,631.00",-8.59%,"325,200",$9.26,-1.59%,No,No,-2.73%,-7.03%,31.71%,28.69%,-13.46%,"-$447,177.50","-$956,963.00","$2,032,870.00","-$8,537,757.00","$5,429,326.50","$255,994,979.50",Emerging Markets Equities,2011-12-07,0.59%,2 Platforms,$0.23,2019-12-30,$0.19,2.41%,14.26,1.27,27,68.98%,35%,15%,1099,$9.29,$10.32,$9.23,$9.31,34.56,C,A,C,C,C,B-,C+,5.59,90.57%,52.02%,573.09,5.11%,5.01%
PBW,Invesco WilderHill Clean Energy ETF,Equity,"$299,658,298.00",11.98%,"72,957",$38.33,-1.77%,No,No,6.59%,7.52%,51.97%,110.85%,60.31%,"$49,629,100.50","$3,782,982.50","$37,445,429.00","$109,537,942.50","$19,581,466.15","$5,730,495.65",Small Cap Growth Equities,2005-03-03,0.70%,N/A,$0.34,2019-12-23,$0.02,0.86%,-103.60,1.23,40,32.37%,35%,15%,1099,$35.47,$39.15,$38.04,$38.68,64.83,B-,A+,C+,B+,B-,B-,A-,5.43,50.59%,48.20%,224.51,0.00%,38.38%
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate,"$297,445,996.00",-3.69%,"53,944",$29.88,-1.68%,No,No,2.89%,-0.92%,-0.80%,-2.91%,13.20%,"$10,990.50",$0.00,"-$3,089,482.50","-$47,108,361.50","$135,383,310.50","$248,181,241.50",Real Estate,2010-12-02,0.35%,N/A,$1.95,2020-01-21,$0.19,6.44%,-253.40,0.86,31,44.60%,35%,15%,1099,$29.16,$31.46,$29.71,$30.20,45.90,A,B,A-,A+,B-,A,C+,0.76,0.59%,0.17%,80.73,2.96%,0.17%
ATMP,Barclays ETN+ Select MLP ETN,Equity,"$296,218,359.00",-7.11%,"294,951",$16.53,-0.78%,No,No,-0.27%,-7.39%,-11.43%,-24.27%,-31.18%,"$16,340,271.91","$2,223,319.61","$16,930,202.53","-$23,976,474.35","-$8,092,493.91","$141,000,809.87",MLPs,2013-03-12,0.95%,N/A,$0.93,2019-08-27,$0.33,5.62%,0.00,0.96,22,60.09%,35%,15%,1099,$16.08,$18.58,$16.48,$16.63,38.13,N/A,B+,C+,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FXD,First Trust Consumer Discretionary AlphaDEX Fund,Equity,"$293,417,109.00",-1.94%,"57,270",$44.45,-1.13%,No,No,2.21%,-0.85%,9.74%,28.20%,30.43%,"-$65,653,633.00","-$11,215,210.00","-$24,873,846.00","-$39,492,889.00","-$282,955,269.00","-$1,363,751,468.92",Consumer Discretionary Equities,2007-05-08,0.64%,N/A,$0.42,2019-12-13,$0.12,0.92%,15.21,1.02,119,16.68%,35%,15%,1099,$43.77,$46.16,$44.29,$44.71,47.53,A-,A,C+,A,B+,B,A-,4.03,26.05%,20.08%,61.99,2.87%,3.49%
RYF,Invesco S&P 500® Equal Weight Financials ETF,Equity,"$280,214,600.00",1.37%,"24,552",$47.51,-0.34%,No,No,3.08%,1.58%,19.80%,34.10%,68.19%,"$5,970.00","$2,345,321.50","$5,970.00","-$51,815,295.50","-$144,250,424.00","$100,136,817.50",Financials Equities,2006-11-07,0.40%,Charles Schwab,$0.87,2019-12-23,$0.20,1.82%,12.17,1.13,67,16.79%,35%,15%,1099,$45.87,$47.99,$47.37,$47.62,56.41,A-,B+,B+,B+,A-,B,B+,5.55,68.72%,50.88%,10.57,1.47%,0.38%
ERX,Direxion Daily Energy Bull 3X Shares,Equity,"$273,980,819.00",-28.91%,"1,862,546",$12.44,-2.28%,No,3x,2.30%,-27.76%,-36.68%,-63.72%,-78.40%,"$57,733,934.00","$49,350,877.50","$69,206,456.00","-$6,464,720.50","-$64,584,123.50","$102,450,786.15",Leveraged Equities,2008-11-06,1.09%,N/A,$0.27,2019-12-23,$0.07,2.15%,15.77,3.60,29,76.65%,35%,15%,1099,$10.67,$18.43,$12.26,$12.61,35.43,C+,A,C,C,C,N/A,N/A,5.6,50.00%,52.25%,437.84,0.00%,0.10%
AMZA,InfraCap MLP ETF,Equity,"$272,015,244.00",-8.38%,"867,164",$4.02,-1.47%,No,No,0.25%,-11.71%,-16.14%,-37.70%,-55.58%,"-$5,362,092.00",$0.00,"-$4,665,844.50","-$45,537,294.00","$508,219,402.00","$740,152,924.41",MLPs,2014-10-01,2.40%,N/A,$0.94,2020-01-21,$0.06,23.04%,10.18,1.61,27,102.49%,35%,15%,1099,$3.82,$4.77,$4.00,$4.06,39.18,N/A,N/A,C,N/A,N/A,N/A,N/A,1.8,4.90%,2.18%,424.57,0.00%,0.00%
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Real Estate,"$262,609,525.00",4.21%,"82,975",$33.95,0.30%,No,No,2.51%,3.16%,32.80%,N/A,N/A,"$53,153,565.00","$11,745,890.00","$45,012,980.00","$231,595,030.00","$236,577,545.00","$236,577,545.00",Real Estate,2018-05-15,0.60%,N/A,$0.53,2019-12-24,$0.19,1.55%,39.87,0.60,19,78.00%,39%,20%,1099,$32.83,$34.15,N/A,N/A,63.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.55,57.65%,31.21%,169.21,0.00%,9.84%
BIZD,VanEck Vectors BDC Income ETF,Equity,"$261,440,586.00",1.97%,"111,021",$17.08,0.12%,No,No,1.55%,1.67%,17.52%,19.87%,45.15%,"$3,441,970.50","$2,550,525.00","$94,529.00","$49,583,162.50","$123,316,863.50","$216,633,112.00",Financials Equities,2013-02-11,9.62%,N/A,$1.53,2019-12-30,$0.37,8.99%,9.10,0.79,26,67.42%,35%,15%,1099,$16.77,$17.11,$17.03,$17.11,64.23,B-,B-,C,N/A,A-,A,C+,N/A,N/A,N/A,N/A,N/A,N/A
VRAI,Virtus Real Asset Income ETF,Real Estate,"$258,851,436.00",-2.80%,"24,441",$24.68,-0.68%,No,No,1.12%,-2.76%,N/A,N/A,N/A,"-$54,783,058.50",$0.00,"$5,081,170.50","$263,775,958.00","$263,775,958.00","$263,775,958.00",Real Estate,2019-02-07,0.55%,N/A,$0.71,2019-12-20,$0.18,2.85%,14.48,1.05,91,12.79%,39%,20%,1099,$24.28,$25.99,$24.60,$24.78,43.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.69,3.06%,6.20%,468.34,6.93%,2.91%
EXI,iShares S&P Global Industrials ETF,Equity,"$257,690,903.00",1.52%,"26,989",$98.76,-0.91%,No,No,2.68%,0.69%,17.64%,34.38%,52.33%,"-$19,755,870.00","-$9,931,181.00","-$9,931,181.00","$13,182,888.00","$2,709,692.00","-$57,259,685.50",Industrials Equities,2006-09-21,0.46%,N/A,$1.67,2019-12-16,$0.57,1.69%,18.21,1.06,198,23.90%,35%,15%,1099,$96.74,$100.49,$98.55,$99.13,53.65,B-,A-,B,B,B+,C+,A,6.7,83.33%,81.20%,144.29,26.30%,4.90%
