Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
LIT,Global X Lithium ETF,Equity,"$358,453,597.00",-29.77%,"405,242",$19.20,-1.13%,No,No,-14.93%,-42.87%,-30.84%,-23.27%,-6.88%,"$29,493,210.50","-$5,655,662.00","-$13,843,682.00","-$46,588,940.50","$571,560,514.00","$663,069,572.12",Global Equities,2010-07-22,0.75%,2 Platforms,$0.50,2019-12-30,$0.28,2.37%,21.86,1.18,38,78.63%,35%,15%,1099,$18.29,$34.81,N/A,N/A,28.77,B-,B,C+,B,B+,A,C,4.22,26.47%,23.30%,256.8,0.00%,16.03%
CLOU,Global X Cloud Computing ETF,Equity,"$357,223,140.00",-15.67%,"315,984",$13.28,1.92%,No,No,-0.32%,-26.83%,N/A,N/A,N/A,"-$20,975,843.00","$792,852.00","$1,279,245.50","$412,558,183.50","$412,558,183.50","$412,558,183.50",Technology Equities,2019-04-12,0.68%,N/A,$0.01,2019-12-30,$0.01,0.06%,61.64,1.83,37,45.67%,39%,20%,1099,$12.19,$18.45,$12.84,$13.59,36.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.5,47.31%,49.78%,41.56,1.96%,5.55%
EMQQ,Emerging Markets Internet & Ecommerce ETF,Equity,"$346,148,292.00",-20.00%,"132,744",$28.24,2.65%,No,No,-6.12%,-25.80%,-12.56%,2.08%,28.40%,"$36,012,051.50","-$5,258,553.00","-$5,258,553.00","$15,921,787.00","$400,685,377.50","$424,619,881.50",Emerging Markets Equities,2014-11-12,0.86%,N/A,$0.46,2019-12-24,$0.46,1.55%,23.51,1.34,78,60.98%,35%,15%,1099,$27.15,$39.47,$27.40,$29.00,35.89,B-,B-,C,A,B-,C,C+,4.51,23.23%,30.51%,20.01,0.00%,0.87%
ERUS,iShares MSCI Russia ETF,Equity,"$344,273,600.00",-39.33%,"307,940",$25.88,17.64%,No,No,-0.50%,-38.16%,-21.92%,-6.54%,23.73%,"-$20,359,058.00","-$17,229,420.00","-$48,737,640.00","-$120,159,694.50","-$26,132,283.00","$86,888,750.00",Emerging Markets Equities,2010-11-09,0.59%,N/A,$3.14,2019-12-16,$2.50,13.56%,6.17,0.86,24,71.39%,35%,15%,1099,$21.31,$44.46,$24.19,$26.86,36.29,B+,A-,B,A+,C,A-,C,4.54,52.47%,31.12%,939.57,0.00%,0.67%
PSJ,Invesco Dynamic Software ETF,Equity,"$341,739,508.00",-22.06%,"50,624",$77.75,4.77%,No,No,-2.03%,-26.64%,-14.79%,50.02%,86.81%,"-$44,119,355.50","-$14,147,920.50","-$33,743,361.50","$50,529,292.50","$234,319,274.50","$268,317,978.50",All Cap Equities,2005-06-23,0.58%,N/A,$0.05,2019-12-23,$0.05,0.07%,33.35,1.11,31,50.04%,35%,15%,1099,$71.12,$109.52,$74.03,$80.21,35.36,C+,B-,B-,B-,A-,C,C+,5.06,33.99%,40.37%,19.65,0.00%,1.01%
SIL,Global X Silver Miners ETF,Equity,"$335,373,944.00",-38.22%,"338,250",$20.50,-0.15%,No,No,-8.69%,-37.04%,-23.21%,-39.93%,-14.22%,"-$37,664,130.50","-$19,015,106.50","-$37,886,218.50","$62,661,368.50","$180,462,788.00","$320,890,358.10",Materials,2010-04-19,0.65%,2 Platforms,$0.51,2019-12-30,$0.41,2.16%,42.43,0.24,26,79.76%,35%,15%,1099,$18.65,$35.51,$18.79,$22.87,33.75,B-,A-,B-,B-,C+,B+,B,4.2,10.75%,22.84%,309.12,0.00%,0.00%
FINX,Global X FinTech Thematic ETF,Equity,"$333,388,473.00",-30.05%,"225,131",$21.25,1.72%,No,No,-11.31%,-37.52%,-22.00%,29.78%,N/A,"$6,494,511.00","$1,478,039.50","$21,955,911.00","$115,020,089.50","$418,817,370.50","$420,325,355.42",Technology Equities,2016-09-12,0.68%,N/A,$0.00,2017-12-28,$0.03,0.00%,35.71,1.19,35,63.54%,39%,20%,1099,$20.38,$35.70,N/A,N/A,29.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.52,48.16%,50.38%,10.48,0.00%,0.24%
KBWB,Invesco KBW Bank ETF,Equity,"$328,377,217.00",-43.84%,"390,429",$32.70,3.68%,No,No,-2.39%,-41.99%,-33.02%,-29.22%,-5.39%,"-$41,744,338.50","$22,271,093.00","-$3,743,863.50","-$159,981,057.50","-$538,083,909.00","$104,409,754.00",Financials Equities,2011-11-01,0.35%,N/A,$1.39,2019-12-23,$0.45,4.41%,10.96,1.37,25,62.77%,35%,15%,1099,$27.62,$58.23,$30.38,$34.20,31.75,C+,A-,B+,A-,B-,C,C,4.25,33.04%,23.80%,9.18,0.00%,0.93%
PSCH,Invesco S&P SmallCap Health Care ETF,Equity,"$328,281,528.00",-29.05%,"32,282",$91.68,3.51%,No,No,-5.70%,-33.16%,-21.96%,16.24%,34.66%,"-$11,050,194.50","-$18,039,381.00","-$24,207,089.50","-$350,244,440.50","$243,942,078.00","$240,755,893.50",Health & Biotech Equities,2010-04-07,0.29%,N/A,$0.00,2018-09-24,$0.01,0.00%,40.12,1.23,73,38.64%,35%,15%,1099,$83.69,$143.59,$87.71,$94.58,31.06,B+,B-,A,B-,A-,B-,A-,4.11,24.91%,21.41%,24.01,0.00%,12.24%
XSD,SPDR S&P Semiconductor ETF,Equity,"$320,561,613.00",-28.88%,"138,756",$75.31,5.36%,No,No,-0.88%,-31.54%,-4.60%,27.20%,74.61%,"-$50,310,220.00","-$24,875,138.50","-$37,157,238.50","$67,374,772.50","-$33,099,237.00","$40,195,101.00",Technology Equities,2006-02-06,0.35%,N/A,$0.54,2019-12-23,$0.16,0.76%,23.96,1.44,37,36.11%,35%,15%,1099,$68.61,$110.35,$70.95,$78.42,37.77,B,A-,A-,A-,C,B-,B,3.54,8.78%,13.93%,89.45,0.00%,6.68%
UYG,ProShares Ultra Financials,Equity,"$312,444,398.00",-60.62%,"117,268",$21.13,3.63%,No,2x,-18.04%,-63.28%,-47.20%,-35.62%,-12.05%,"-$47,063,370.00","-$8,161,630.00","-$22,544,269.50","-$189,795,468.50","-$437,359,259.50","-$648,016,259.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.48,2019-12-24,$0.17,2.13%,0.00,2.05,282,48.01%,35%,15%,1099,$16.34,$60.06,$19.01,$22.57,29.69,A-,B+,B-,B-,A-,N/A,N/A,4.42,19.79%,26.72%,49.18,6.07%,1.69%
FAZ,Direxion Daily Financial Bear 3X Shares,Equity,"$308,582,533.00",108.66%,"1,101,560",$57.84,-3.60%,Yes,3x,-3.41%,139.40%,23.46%,-35.49%,-75.10%,"-$19,575,485.50","-$10,876,774.50","-$23,580,288.00","$53,139,538.78","$86,621,671.28","$361,509,699.96",Leveraged Equities,2008-11-06,1.07%,N/A,$0.34,2019-12-23,$0.07,0.56%,0.00,-2.88,249,41.89%,35%,15%,1099,$18.87,$62.47,$51.27,$67.20,61.16,B,A-,B,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
REZ,iShares Residential Real Estate ETF,Real Estate,"$305,258,376.00",-33.24%,"88,144",$50.30,1.66%,No,No,-16.93%,-38.31%,-25.47%,-11.51%,-3.07%,"-$66,907,193.50","-$25,576,661.50","-$25,576,661.50","$2,647,055.50","$26,369,213.50","$81,639,300.00",Real Estate,2007-05-04,0.48%,N/A,$2.18,2019-12-16,$0.64,4.42%,34.56,0.28,44,62.58%,35%,15%,1099,$49.50,$90.10,N/A,N/A,27.44,A,B+,B-,A-,A-,A-,B,3.55,20.81%,14.05%,89.69,0.00%,5.96%
RYU,Invesco S&P 500® Equal Weight Utilities ETF,Equity,"$300,337,344.00",-22.18%,"34,018",$82.71,-5.73%,No,No,-6.47%,-27.81%,-11.88%,6.28%,26.86%,"$11,323,865.00",$0.00,$0.00,"$26,759,580.50","$138,880,778.50","$137,057,383.50",Utilities Equities,2006-11-07,0.40%,Charles Schwab,$2.70,2019-12-23,$0.64,3.09%,20.34,0.21,29,41.39%,35%,15%,1099,$81.49,$120.32,N/A,N/A,34.20,A,B+,A-,A,A,A-,B,6.96,47.22%,85.68%,2877.85,53.41%,4.35%
BBH,VanEck Vectors Biotech ETF,Equity,"$300,302,223.00",-13.16%,"21,985",$121.07,1.39%,No,No,3.15%,-16.12%,-6.42%,7.68%,-4.24%,"-$20,093,612.50","-$13,712,250.00","-$13,473,877.50","-$95,418,472.50","-$410,803,892.00","-$402,080,475.41",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.40%,24.39,1.32,25,63.21%,35%,15%,1099,$113.79,$148.32,$118.05,$123.16,41.07,B-,A-,A,A+,C,C+,C,3.5,20.75%,13.50%,22.63,0.00%,38.12%
IYT,iShares Transportation Average ETF,Equity,"$299,511,730.00",-34.96%,"236,502",$127.19,1.87%,No,No,-2.82%,-35.81%,-29.60%,-20.15%,-17.82%,"-$138,363,995.00","-$12,104,310.00","-$12,415,985.00","-$250,665,376.00","-$850,395,556.00","-$1,250,066,553.50",Transportation Equities,2003-10-10,0.42%,N/A,$2.52,2019-12-16,$0.60,2.01%,19.86,1.22,21,80.25%,35%,15%,1099,$115.33,$199.60,$121.58,$132.28,31.07,A,A+,A,A,A,A,A-,5.48,42.71%,49.40%,410.02,0.00%,0.06%
PJP,Invesco Dynamic Pharmaceuticals ETF,Equity,"$292,816,617.00",-20.06%,"39,834",$51.74,0.19%,No,No,0.82%,-20.30%,-21.53%,-10.26%,-29.96%,"-$15,782,220.00","-$2,974,469.00","-$2,974,469.00","-$76,873,489.00","-$465,161,709.50","-$1,190,808,487.50",Health & Biotech Equities,2005-06-23,0.56%,N/A,$0.50,2019-12-23,$0.16,0.96%,12.39,1.07,30,47.02%,35%,15%,1099,$48.70,$66.35,N/A,N/A,37.29,B,A-,B-,A-,B-,B+,B-,5.31,64.15%,45.53%,30.64,0.00%,35.58%
IYZ,iShares U.S. Telecommunications ETF,Equity,"$288,479,061.00",-17.60%,"336,973",$24.62,-0.16%,No,No,1.86%,-19.78%,-14.45%,-19.96%,-10.59%,"-$29,247,278.50","-$36,103,523.50","-$36,786,251.50","-$148,057,194.50","-$107,827,408.50","-$130,111,176.50",Communications Equities,2000-05-22,0.42%,N/A,$0.70,2019-12-16,$0.21,2.86%,18.56,0.81,41,80.00%,35%,15%,1099,$23.37,$31.37,$23.88,$25.23,37.49,B+,A+,B,B+,A-,B,C,5.19,56.60%,43.04%,33.92,1.80%,1.25%
XRT,SPDR S&P Retail ETF,Equity,"$286,742,705.00",-34.49%,"5,404,442",$29.27,5.48%,No,No,-4.53%,-36.51%,-32.75%,-27.91%,-37.15%,"$146,858,696.00","$109,029,348.50","$201,836,438.00","-$11,699,336.50","$149,932,843.00","-$538,847,963.94",Consumer Discretionary Equities,2006-06-19,0.35%,N/A,$0.72,2019-12-20,$0.21,2.58%,14.15,1.03,88,23.88%,35%,15%,1099,$26.35,$48.17,$27.55,$30.39,29.89,A,A,A,B+,B+,B+,B+,4.17,29.06%,22.27%,23.76,1.29%,0.60%
RING,iShares MSCI Global Gold Miners ETF,Equity,"$285,624,516.00",-27.42%,"461,989",$17.47,0.34%,No,No,-5.67%,-29.39%,-0.86%,-5.19%,20.50%,"$87,531,405.50","-$15,263,476.50","$25,720,373.50","$93,937,370.00","$219,224,148.50","$331,408,113.50",Materials,2012-01-31,0.39%,Fidelity,$0.20,2019-12-16,$0.05,1.12%,40.49,-0.16,36,76.47%,35%,15%,1099,$16.52,$27.87,$15.98,$19.48,36.75,B,A-,A,C,C+,B-,B+,5.92,46.24%,61.76%,629.69,8.27%,0.00%
XME,SPDR S&P Metals & Mining ETF,Equity,"$282,841,478.00",-48.04%,"2,658,287",$15.22,4.46%,No,No,-3.55%,-40.98%,-47.81%,-47.97%,-38.13%,"-$45,341,435.00","$1,511,572.00","$11,146,402.50","$51,770,768.00","-$417,444,084.50","$9,829,261.00",Materials,2006-06-19,0.35%,N/A,$0.71,2019-12-20,$0.12,4.90%,12.41,1.50,27,56.72%,35%,15%,1099,$13.34,$27.21,$14.06,$16.18,29.06,A,A,A+,B+,B,B,B,3.66,20.59%,15.54%,876.34,0.00%,3.39%
SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Real Estate,"$280,224,150.00",-14.03%,"143,439",$28.01,-2.23%,No,No,-4.30%,-23.74%,3.10%,N/A,N/A,"$136,462,960.00","$25,472,615.00","$58,445,275.00","$312,269,910.00","$319,886,940.00","$319,886,940.00",Real Estate,2018-05-15,0.60%,N/A,$0.53,2019-12-24,$0.19,1.74%,39.87,0.60,18,87.17%,39%,20%,1099,$27.66,$38.21,N/A,N/A,37.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.6,76.88%,32.20%,168.32,0.00%,9.09%
GQRE,FlexShares Global Quality Real Estate Index Fund,Real Estate,"$279,246,618.00",-35.79%,"22,689",$41.59,0.14%,No,No,-16.88%,-38.29%,-31.13%,-20.39%,-16.63%,"$32,194,711.00","$6,199,396.00","$12,518,212.00","$96,733,390.00","$203,327,701.50","$315,400,471.90",Global Real Estate,2013-11-05,0.45%,N/A,$2.78,2019-12-20,$1.68,6.63%,25.40,0.61,153,36.11%,35%,15%,1099,$41.11,$73.80,$40.42,$42.46,22.91,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.75,31.82%,34.78%,83.68,1.70%,10.60%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$270,734,353.00",-36.52%,"36,950",$34.94,-0.82%,No,No,-9.22%,-38.76%,-29.64%,-18.82%,-15.56%,"$11,642,217.00","-$7,555,572.00","$559,973.50","$95,308,496.00","$273,379,264.00","$278,798,664.00",Large Cap Value Equities,2007-01-31,0.40%,Charles Schwab,$1.87,2019-12-20,$0.99,5.27%,19.90,0.58,75,42.52%,35%,15%,1099,$32.75,$61.80,N/A,N/A,25.34,B-,B-,A-,B,B+,C+,A-,7.02,82.14%,86.51%,977.29,31.54%,2.66%
FIDU,Fidelity MSCI Industrials Index ETF,Equity,"$268,742,273.00",-33.61%,"110,677",$27.91,0.94%,No,No,-7.12%,-35.74%,-25.04%,-13.59%,3.85%,"-$51,280,375.00","-$25,497,188.00","-$46,944,305.50","-$76,916,215.00","$9,942,000.50","$166,610,477.50",Industrials Equities,2013-10-21,0.08%,Fidelity,$0.73,2019-12-30,$0.03,2.64%,21.37,1.19,336,33.29%,35%,15%,1099,$26.03,$45.38,$26.73,$28.65,28.58,N/A,N/A,A+,N/A,N/A,N/A,N/A,5.9,61.46%,61.34%,154.64,28.57%,2.61%
XNTK,NYSE Technology ETF,Equity,"$268,181,584.00",-18.90%,"37,418",$66.22,3.11%,No,No,-3.03%,-29.11%,-6.08%,28.12%,73.90%,"-$58,323,592.25","-$2,035,194.25","$501,426.00","-$139,971,298.00","-$474,383,374.00","-$474,383,374.00",Technology Equities,2000-09-29,0.35%,N/A,$0.50,2019-12-23,$0.12,0.78%,23.39,1.28,36,34.88%,39%,20%,1099,$62.00,$94.36,$63.57,$68.45,37.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,52.12%,51.91%,36.37,2.90%,8.58%
NXTG,First Trust Indxx NextG ETF,Equity,"$265,343,407.00",-23.55%,"58,805",$41.98,-0.05%,No,No,-3.32%,-26.43%,-13.03%,-5.84%,11.05%,"$83,521,044.00","$5,221,665.00","$16,221,018.00","$305,570,620.00","$305,570,620.00","$305,570,620.00",Large Cap Blend Equities,2011-02-17,0.70%,N/A,$0.42,2019-12-13,$0.24,1.01%,22.35,1.03,100,20.54%,39%,20%,1099,$40.28,$59.15,$41.06,$42.85,34.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.04,47.17%,40.06%,68.89,1.42%,5.66%
FENY,Fidelity MSCI Energy Index ETF,Equity,"$261,664,413.00",-58.59%,"836,590",$6.63,5.41%,No,No,-13.56%,-54.05%,-61.67%,-61.80%,-64.61%,"$158,425,882.00","$58,302,990.00","$127,910,355.50","$121,544,155.50","$212,540,337.00","$471,040,023.50",Energy Equities,2013-10-21,0.08%,Fidelity,$1.03,2019-12-20,$0.59,16.56%,12.78,1.23,113,74.86%,35%,15%,1099,$5.44,$15.33,N/A,N/A,21.74,A+,B+,A+,N/A,A,B+,N/A,5.47,48.52%,49.13%,444.41,0.00%,0.25%
IHE,iShares U.S. Pharmaceuticals ETF,Equity,"$250,974,400.00",-21.67%,"16,858",$125.43,-0.37%,No,No,-3.36%,-21.47%,-17.70%,-13.94%,-25.44%,"-$44,893,558.00","-$7,442,500.00","-$29,344,950.00","-$74,783,634.50","-$391,786,466.50","-$742,311,783.00",Health & Biotech Equities,2006-05-05,0.42%,N/A,$2.24,2019-12-16,$0.52,1.76%,29.17,1.05,45,78.43%,35%,15%,1099,$121.99,$164.01,N/A,N/A,34.64,C+,B,B,C,B,A-,B-,4.73,40.38%,34.47%,27.57,0.00%,7.41%
OIH,VanEck Vectors Oil Services ETF,Equity,"$248,564,591.00",-71.25%,"12,797,965",$3.81,12.39%,No,No,-4.75%,-65.98%,-78.06%,-86.63%,-87.14%,"$22,542,889.00","$53,799,146.00","$19,284,751.50","$119,954,257.50","$366,843,004.00","$688,655,858.84",Energy Equities,2011-12-20,0.35%,N/A,$0.29,2019-12-23,$0.29,8.55%,18.03,1.76,25,77.56%,35%,15%,1099,$1.91,$11.99,N/A,N/A,21.44,B+,A,A-,B+,B,B+,C,3.98,15.98%,19.58%,165.63,0.00%,0.06%
ROM,ProShares Ultra Technology,Equity,"$246,120,990.00",-39.42%,"85,771",$96.35,1.58%,No,2x,-3.67%,-50.32%,-12.93%,58.11%,142.70%,"-$23,553,720.50","-$24,244,855.50","-$42,309,680.25","-$130,646,739.25","$213,675,010.75","$153,991,760.75",Leveraged Equities,2007-01-30,0.95%,N/A,$0.25,2019-12-24,$0.11,0.28%,25.39,2.44,156,68.54%,35%,15%,1099,$81.48,$191.48,$89.31,$103.09,35.70,B+,B,C,B,B+,N/A,N/A,6.58,85.42%,79.45%,19.73,0.49%,4.12%
IGE,iShares North American Natural Resources ETF,Equity,"$241,784,070.00",-51.23%,"286,344",$14.68,5.38%,No,No,-9.66%,-48.27%,-51.22%,-52.37%,-54.83%,"$2,841,286.50","$48,195.00","-$20,893,613.00","-$248,893,438.00","-$448,787,984.50","-$1,190,786,084.50",Energy Equities,2001-10-26,0.46%,N/A,$1.67,2019-12-16,$1.08,12.03%,14.48,1.17,100,46.75%,35%,15%,1099,$12.40,$30.46,$13.71,$15.21,22.44,A,A,A-,A,B+,B-,A-,5.54,53.85%,50.87%,502.22,3.18%,0.30%
SRET,Global X SuperDividend REIT ETF,Real Estate,"$240,947,805.00",-59.84%,"567,253",$6.09,7.79%,No,No,-37.47%,-61.11%,-55.38%,-47.17%,-41.86%,"$144,840,492.00","$32,478,596.00","$62,731,343.00","$408,527,268.50","$550,493,650.50","$581,007,787.50",Real Estate,2015-03-16,0.59%,E*TRADE,$1.20,2020-03-04,$0.10,16.36%,12.18,0.69,31,42.85%,35%,15%,1099,$6.15,$18.29,N/A,N/A,16.73,N/A,N/A,C+,N/A,N/A,N/A,B-,2.87,12.72%,7.41%,37.82,3.76%,5.95%
NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETN,Equity,"$237,662,354.00",570.13%,453,$248.42,-14.28%,Yes,3x,10.28%,467.45%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$24,158,950.00","$24,158,950.00","$24,158,950.00",Leveraged Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-7.09,10,110.10%,39%,20%,1099,-$19.34,$284.92,$231.44,$271.29,72.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IYE,iShares U.S. Energy ETF,Equity,"$236,141,500.00",-58.06%,"1,012,737",$13.47,7.07%,No,No,-13.32%,-53.71%,-60.80%,-60.64%,-63.45%,"-$62,284,298.00","-$19,061,123.00","-$14,076,431.50","-$161,001,361.00","-$537,742,773.50","-$358,175,432.00",Energy Equities,2000-06-12,0.42%,N/A,$2.12,2019-12-16,$1.31,16.79%,13.37,1.21,50,76.88%,35%,15%,1099,$11.00,$30.90,N/A,N/A,22.71,A,A,B+,B,A-,A-,A-,5.69,61.54%,54.93%,483.1,0.00%,0.17%
TPYP,Tortoise North American Pipeline Fund,Equity,"$229,631,900.00",-45.91%,"265,265",$12.71,9.85%,No,No,-5.85%,-45.91%,-45.13%,-39.96%,N/A,"-$60,773,740.00","-$14,142,360.00","-$24,797,670.00","$92,870,330.00","$339,301,005.00","$384,963,430.00",All Cap Equities,2015-06-30,0.40%,N/A,$1.04,2019-12-30,$0.22,7.82%,16.31,0.87,62,60.20%,39%,20%,1099,$10.66,$25.88,$11.60,$13.35,26.60,A-,B,A+,N/A,N/A,B,B,4.92,47.22%,37.71%,660.09,7.34%,0.35%
IFGL,iShares International Developed Real Estate ETF,Real Estate,"$225,653,954.00",-39.27%,"89,982",$18.34,-3.78%,No,No,-21.82%,-39.85%,-35.06%,-21.61%,-23.09%,"-$13,917,565.00",$0.00,"-$13,917,565.00","-$134,162,573.00","-$173,695,074.00","-$536,878,084.00",Global Real Estate,2007-11-12,0.48%,Fidelity,$2.30,2019-12-16,$1.15,11.87%,11.29,0.58,209,29.27%,35%,15%,1099,$18.79,$33.74,$17.91,$18.62,11.54,A,A+,B+,A-,B+,B+,A-,6.08,89.77%,66.84%,84.56,2.52%,23.69%
FXG,First Trust Consumer Staples AlphaDEX Fund,Equity,"$218,628,157.00",-21.28%,"62,913",$39.39,0.28%,No,No,4.23%,-18.83%,-9.29%,-11.01%,-4.34%,"-$32,234,781.00","-$13,646,571.00","-$15,880,074.50","-$69,548,223.50","-$403,660,212.50","-$2,086,364,565.73",Consumer Staples Equities,2007-05-08,0.64%,N/A,$0.82,2019-12-13,$0.26,2.09%,23.10,0.66,37,46.27%,35%,15%,1099,$37.07,$49.72,N/A,N/A,36.69,B+,A,C+,A+,B+,B,B-,6.59,68.00%,79.63%,98.02,13.16%,9.86%
IYM,iShares U.S. Basic Materials ETF,Equity,"$215,225,507.00",-34.58%,"41,373",$64.07,1.92%,No,No,-4.20%,-33.11%,-28.89%,-24.57%,-16.12%,"-$27,806,669.00",$0.00,"-$8,618,899.00","-$119,532,518.50","-$433,081,423.50","-$242,197,096.50",Materials,2000-06-20,0.42%,N/A,$2.04,2019-12-16,$0.62,3.23%,14.65,1.23,47,71.90%,35%,15%,1099,$58.93,$99.28,N/A,N/A,31.03,A-,A,B,B+,A-,B,B+,5.82,55.88%,58.89%,1005.19,4.54%,2.56%
LABU,Direxion Daily S&P Biotech Bull 3x Shares,Equity,"$212,001,206.00",-69.90%,"2,365,577",$17.31,17.84%,No,3x,-15.11%,-71.45%,-71.22%,-66.34%,N/A,"$139,876,482.50","$202,117,761.50","$207,739,524.00","-$16,227,010.50","$151,292,333.00","$302,598,338.65",Leveraged Equities,2015-05-28,1.12%,N/A,$0.16,2019-12-23,$0.01,1.11%,0.00,5.07,123,30.11%,35%,15%,1099,$9.17,$66.71,$14.86,$18.83,32.05,N/A,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$207,626,650.00",-60.12%,"1,091,121",$7.59,16.41%,No,No,-15.67%,-57.17%,-64.32%,-68.05%,-72.19%,"-$245,322,330.00",$0.00,$0.00,"-$590,531,480.00","-$1,305,988,438.76","-$651,897,181.29",MLPs,2010-03-31,0.85%,N/A,$1.56,2020-01-10,$0.40,20.61%,0.00,1.07,20,83.35%,35%,15%,1099,$5.62,$19.87,$6.35,$8.46,23.41,A,A,B+,A-,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIVG,Defiance Next Gen Connectivity ETF,Equity,"$203,801,850.00",-23.62%,"216,653",$20.02,2.40%,No,No,-0.45%,-26.42%,-18.78%,N/A,N/A,"$104,831,750.00",$0.00,"$14,334,000.00","$252,448,880.00","$258,600,330.00","$258,600,330.00",Technology Equities,2019-03-04,0.30%,N/A,$0.20,2019-12-26,$0.06,0.95%,25.42,1.72,74,41.14%,39%,20%,1099,$18.69,$27.77,$19.27,$20.57,35.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.67,41.51%,33.44%,66.0,2.24%,5.49%
IAT,iShares U.S. Regional Banks ETF,Equity,"$202,350,680.00",-43.40%,"92,618",$28.85,5.48%,No,No,-1.37%,-41.60%,-34.07%,-34.25%,-10.16%,"-$54,990,708.50","-$5,683,582.50","-$20,825,892.00","-$247,447,017.50","-$442,265,374.50","-$320,996,903.50",Financials Equities,2006-05-05,0.42%,N/A,$1.27,2019-12-16,$0.41,4.61%,13.24,1.28,59,60.15%,35%,15%,1099,$23.69,$51.33,$26.76,$30.17,31.90,A-,A,B,B-,A,B-,B,4.94,51.10%,38.16%,10.64,0.00%,1.32%
IXP,iShares Global Telecom ETF,Equity,"$200,535,551.00",-19.93%,"68,800",$49.16,2.52%,No,No,0.45%,-23.81%,-11.61%,-10.42%,-6.20%,"-$65,991,809.00","$20,289,629.50","$20,289,629.50","-$4,882,195.50","-$52,911,403.00","-$197,138,534.50",Large Cap Growth Equities,2001-11-12,0.46%,N/A,$1.34,2019-12-16,$0.45,2.78%,21.03,0.73,69,66.99%,35%,15%,1099,$45.81,$65.89,$47.69,$50.41,35.80,A-,A-,B+,B-,A+,B+,B,5.39,64.15%,47.38%,23.34,0.00%,1.38%
PSCT,Invesco S&P SmallCap Information Technology ETF,Equity,"$194,618,713.00",-35.16%,"25,789",$62.22,4.12%,No,No,-5.28%,-34.85%,-22.87%,-14.64%,18.76%,"-$44,572,950.50","-$12,328,116.00","-$35,027,971.50","-$74,147,205.50","-$412,508,481.00","-$229,323,189.50",Technology Equities,2010-04-07,0.29%,N/A,$0.21,2019-12-23,$0.05,0.36%,20.84,1.12,79,28.26%,35%,15%,1099,$55.83,$99.23,$58.35,$64.89,29.76,A-,B,A,A,B-,A-,A,4.21,15.30%,23.03%,48.91,2.79%,4.62%
IXG,iShares Global Financials ETF,Equity,"$189,865,236.00",-37.27%,"135,995",$43.13,0.98%,No,No,-6.18%,-37.11%,-29.37%,-24.37%,-14.28%,"-$182,187,739.50","-$26,134,924.50","-$196,211,157.50","-$62,140,755.00","-$104,219,158.00","$36,962,578.50",Financials Equities,2001-11-12,0.46%,N/A,$1.97,2019-12-16,$0.82,4.62%,13.77,1.07,190,31.72%,35%,15%,1099,$39.57,$71.97,$41.49,$44.26,29.05,A-,B+,B-,B,B,B+,A,5.74,74.45%,56.60%,22.05,6.98%,0.92%
